	Unnamed: 0	cote	article_id	chapitre	revue_annee	page	article_description	article_section
14440	35908	90156x1900x73	AMN-1900-414	La tuberculose dans l'arsenal maritime de Brest (étiologie - phophylaxie), par le Dr Auffret,	1900	414	 / Arsenal. / Admissions. - Milieu professionnel	article
14461	35956	90156x1900x73	AMN-1900-460	Accidents de paralysie spasmodique observés chez les pêcheurs d'éponges, par le Dr Barbe, 	1900	460	 / Première observation	article
14473	35981	90156x1900x74	AMN-1900-5	Le paludisme et les moustiques, par le Dr Salanoue-Ipin,	1900	5		article
14478	36019	90156x1900x74	AMN-1900-43	De l'accoutumance aux médicaments opothérapiques, par le Dr Brunet,	1900	43	 / Épidémie de grippe, par le Dr Machenaud,..	article
14479	36028	90156x1900x74	AMN-1900-52	Épidémie de grippe, par le Dr Machenaud,	1900	52	 / Cas remarquable de rougeole maligne et compliquée, suivie de guérison après un long traitement (établissement de la marine à Indret), par le Dr Damian,..	article
14480	36031	90156x1900x74	AMN-1900-55	Cas remarquable de rougeole maligne et compliquée, suivie de guérison après un long traitement (établissement de la marine à Indret), par le Dr Damian,	1900	55	 / Éclatement de la face produit à bout portant par coup de feu (fusil lebel) tiré dans la région sus-Hyoïdienne, par le docteur Avérous,..	article
14495	36057	90156x1900x74	AMN-1900-81	Rapport médical sur la mission marchand de Loango à Djibouti par Fachoda (1896-1899). Par le Dr J. Émily,	1900	81	 / Introduction	article
14497	36083	90156x1900x74	AMN-1900-107	Notes sur l'éléphantiasis du membre supérieur, par le Dr Tribondeau,	1900	107	 / I. - Observations. / Observation I	article
14519	36117	90156x1900x74	AMN-1900-139	Deux cas de fracture du deuxième métatarsien. Par le Dr Paucot	1900	139	 / Note sur les traitement sénégalais de la fièvre jaune. Par le Dr Sadoul..	article
14520	36119	90156x1900x74	AMN-1900-141	Variétés. / Inauguration à Saint-Brieuc du monument de Jules Rochard	1900	141		article
14521	36122	90156x1900x74	AMN-1900-144	Variétés. / A propos de l'évolution du paludisme	1900	144		article
14524	36139	90156x1900x74	AMN-1900-161	Rapport médical sur la mission marchand de Loango à Djibouti, par Fachoda (1896-1899). Par le Dr J. Émily,	1900	161	 (Suite.)	article
14527	36158	90156x1900x74	AMN-1900-180	De la névrité radiographique, par le Dr A. Valence	1900	180	 / Étiologie	article
14547	36245	90156x1900x74	AMN-1900-267	Traitement de la fièvre jaune. Par le Dr Just Touatre	1900	267		article
14560	36273	90156x1900x74	AMN-1900-295	La fièvre ondulante (fièvre de malte), par le capitaine M. Louis Hughes,	1900	295	 Traduit de l'anglais. Par le Dr H. Gros,... / Définition. / Distribution géographique. / Étiologie	article
14570	36299	90156x1900x74	AMN-1900-321	Rapport d'inspection générale sur le 2e bataillon du 8e régiment d'infanterie de marine. Stationné en Crète (1899). Par le Dr Barthélémy	1900	321	 / Cantonnement des troupes. / A 5e compagnie	article
14586	36319	90156x1900x74	AMN-1900-341	L'enquête du Dr Mense sur la fièvre bilieuse hématurique, par le Dr H. Gros	1900	341	 / I. - Dr Mense. Fièvre bilieuse hématurique dans la Méditerranée. / Italie	article
14604	36348	90156x1900x74	AMN-1900-370	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. Fixation de la ration dans ses diverses conditions, par le Dr E. Maurel,	1900	370	 Avant-propos. I. Première constatation de la différence des dépenses de notre organisme sous les divers climats. (Observations faites à la Guyane de 1875 à 1878.)	article
14605	36352	90156x1900x74	AMN-1900-374	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. / II. Application des données précédentes aux saisons. - Fixation de la ration d'entretien pendant les saisons intermédiaires dans les pays tempérés. (1878 à 1881.)	1900	374		article
14606	36354	90156x1900x74	AMN-1900-376	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. / III. Fixation de la ration de travail modéré pendant les saisons intermédiaires dans les pays tempérés	1900	376		article
14607	36356	90156x1900x74	AMN-1900-378	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. / IV. Deuxième série de recherches sur l'influence du climat. Faits cliniques et expérimentaux (1881 à 1883.). / A. Fixation de la ration d'entretien dans les pays chauds par le régime lacté	1900	378		article
14608	36357	90156x1900x74	AMN-1900-379	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. IV. Deuxième série de recherches sur l'influence du climat. Faits cliniques et expérimentaux (1881 à 1883.). A. Fixation de la ration d'entretien dans les pays chauds par le régime lacté. / B. État du sang dans les pays chauds	1900	379		article
14609	36359	90156x1900x74	AMN-1900-381	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. IV. Deuxième série de recherches sur l'influence du climat. Faits cliniques et expérimentaux (1881 à 1883.). B. État du sang dans les pays chauds. / C. Influence d'une alimentation fortement azotée sur les maladies du foie	1900	381		article
14610	36363	90156x1900x74	AMN-1900-385	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. / V. Deuxième série de recherches sur l'influence des saisons. Fixation des azotés et des ternaires (1883-1884.). / A. Fixation des azotés et des ternaires pendant les diverses saisons	1900	385		article
14611	36365	90156x1900x74	AMN-1900-387	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. V. Deuxième série de recherches sur l'influence des saisons. Fixation des azotés et des ternaires (1883-1884.). A. Fixation des azotés et des ternaires pendant les diverses saisons. B. Dosage de l'urée dans les saisons différentes	1900	387		article
14612	36366	90156x1900x74	AMN-1900-388	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. / VI. Troisième série de recherches sur l'influence des climats (1884-1885). / A. Ration d'entretien. - Relation nutritive	1900	388		article
14613	36367	90156x1900x74	AMN-1900-389	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. VI. Troisième série de recherches sur l'influence des climats (1884-1885). A. Ration d'entretien. - Relation nutritive. / B. Appréciation de la valeur nutritive de l'alimentation habituelle des indigènes	1900	389		article
14614	36368	90156x1900x74	AMN-1900-390	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. VI. Troisième série de recherches sur l'influence des climats (1884-1885). / C. Nouvelle observation sur le régime lacté. / D. Influence de la ration européenne sur le poids du corps. / E. État du sang chez les indigènes	1900	390		article
14615	36369	90156x1900x74	AMN-1900-391	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. VI. Troisième série de recherches sur l'influence des climats (1884-1885). E. État du sang chez les indigènes. F. Dosage de l'urée	1900	391		article
14616	36370	90156x1900x74	AMN-1900-392	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. VI. Troisième série de recherches sur l'influence des climats (1884-1885). F. Dosage de l'urée. Résumé de mes recherches sur l'influence des pays chauds	1900	392		article
14618	36379	90156x1900x74	AMN-1900-401	Notes sur la stérilisation de l'eau alimentaire à l'école navale (appareil de MM. Rouart, Geneste et Hercher), par le Dr L'Herminier	1900	401	 / Introduction	article
14625	36407	90156x1900x74	AMN-1900-429	Un cas de maladie de parkinson. Essai Étiologique et pathogénique (hôpital maritime de Rochefort), par le Dr Titi	1900	429	 / Observation	article
14629	36427	90156x1900x74	AMN-1900-449	Note sur l'occupation de Kouang-Tchéou-Wan, par le Dr Recoules	1900	449	 / 1° Paludisme	article
14635	36447	90156x1900x74	AMN-1900-469	Sur le microbe de la peste. Distinction du bacille de Yersin et de Kitasato. - Erreur des recherches de Kitasato. - Spécificité du bacille de Yersin. - Opinion de Kitasato sur la spécificité du bacille de Yersin. - Similitude du bacille de Kitasato avec le pneumocoque. Par le Dr Tatsusaburo Yabé,	1900	469		article
14640	36463	90156x1901x75	AMN-1901-5	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. / Fixation de la ration dans ces diverses conditions. Par le Dr E. Maurel, 	1901	5	 (Suite.). / VII. Recherches relatives à l'influence des saisons sur les dépenses de l'organisme (1886 à 1890). / Expériences faites sur les animaux	article
14641	36464	90156x1901x75	AMN-1901-6	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. Fixation de la ration dans ces diverses conditions. Par le Dr E. Maurel, 	1901	6	 (Suite.). VII. Recherches relatives à l'influence des saisons sur les dépenses de l'organisme (1886 à 1890). Expériences faites sur les animaux. / Influence des saisons sur les dépenses des animaux	article
14653	36486	90156x1901x75	AMN-1901-28	Abcès du foie et cholerrhagie, par le Dr Lesueur-Florent, 	1901	28	 / Observation I	article
14656	36508	90156x1901x75	AMN-1901-50	Notes médicales recueillies pendant une campagne dans l'Océan Pacifique, par le Dr Gauran, 	1901	50	 / Coffres à médicaments	article
14658	36516	90156x1901x75	AMN-1901-58	Mobilier chirurgical, par le Dr Lassabatie, 	1901	58	 / Étude sur la statistique médicale des différentes puissances maritimes, par le Dr J.-A. Portengen, ..	article
14659	36518	90156x1901x75	AMN-1901-60	Étude sur la statistique médicale des différentes puissances maritimes, par le Dr J.-A. Portengen, 	1901	60	 / A. Dans la marine anglaise. / B. Dans la marine japonaise	article
14665	36527	90156x1901x75	AMN-1901-69	"Variétés. / Assistance aux pêcheurs de Terre-Neuve. Campagne du navire-hôpital des oeuvres de mer, le ""Saint-Pierre"" en 1900"	1901	69		article
14669	36539	90156x1901x75	AMN-1901-81	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. / Fixation de la ration dans ces diverses conditions, par le Dr E. Maurel, 	1901	81	 (Fin.)	article
14670	36541	90156x1901x75	AMN-1901-83	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. Fixation de la ration dans ces diverses conditions, par le Dr E. Maurel, 	1901	83	 (Fin.). / Deuxième série. Influence de la quantité d'azotés ingérés sur la quantité d'urée excrétée (expériences faites sur l'homme)	article
14684	36580	90156x1901x75	AMN-1901-122	La peste à Smyrne en 1900, par le Dr Torel, 	1901	122	 / Caractère de l'épidémie	article
14688	36588	90156x1901x75	AMN-1901-130	Notes médicales recueillies pendant une campagne dans la Manche et la mer du Nord (1900), par le Dr Aurégan, 	1901	130	 / I. Les pêcheurs	article
14690	36598	90156x1901x75	AMN-1901-140	Kéloïde fibromatode du lobule de l'oreille dans la race nègre, par le Dr le Dantec, 	1901	140	, et le Dr Boyé, ... / Observation clinique	article
14696	36610	90156x1901x75	AMN-1901-152	Variétés. Rapport de la commission royale sur les hôpitaux de l'Afrique du Sud. (D'après The Lancet, du 2 février 1901.). [Dr Bonnafy]. / La Croix Rouge en Chine	1901	152		article
14700	36619	90156x1901x75	AMN-1901-161	Postes de combat des blessés et passages des blessés, par le Dr Léo, 	1901	161		article
14717	36674	90156x1901x75	AMN-1901-216	Note sur la fièvre rémittente climatique à la défense mobile de Bizerte, par le Dr Valmyre, 	1901	216	 / Du côté de l'appareil digestif	article
14720	36684	90156x1901x75	AMN-1901-226	Observation sur une contusion du thorax avec déchirures pulmonaires et rupture des artères pulmonaires à la suite d'une explosion de cartouche de dynamite. Par le Dr Paucot, 	1901	226		article
14724	36699	90156x1901x75	AMN-1901-241	Rapport médico-chirurgical sur le service de santé pendant les opérations militaires dans le petchili (Juin-Août 1900). Par le Dr Mercié, 	1901	241		article
14729	36731	90156x1901x75	AMN-1901-273	Les trypanosomes et leur rôle pathogène. Leçon faite par M. Mesnil, à l'Institut Pasteur, et recueillie par M. le docteur P. Gazeau, 	1901	273	 / I. Historique. / Trypanosomes des vertébrés inférieurs (truite, grenouille), genre Trypanosoma. - Trypanosomes des vertébrés supérieurs (rat, etc.), genre Herpetomonas. - Trypanosomes pathogènes : Surra de l'Inde (Evans, 1880). - Nagana ou maladie de la mouche Tsé-Tsé de l'Afrique australe (Bruce, 1894). - Dourine (Rouget, 1896). - Trypanosomes de l'estomac des insectes	article
14736	36765	90156x1901x75	AMN-1901-307	Note d'ethnographie sur Quang-Tchéou-Wan, par le Dr Vialet, 	1901	307	 / Climat. - Pathologie	article
14738	36771	90156x1901x75	AMN-1901-313	Éducation spéciale des médecins de la marine anglaise, par le Dr Portengen, 	1901	313		article
14740	36779	90156x1901x75	AMN-1901-321	Service de santé de la division navale de Cochinchine, par le Dr Reboul, 	1901	321	 / I. Organisation générale du service de santé. - Personnel. - Matériel. - Pharmacie centrale. - Infirmerie centrale. - Mobilisation	article
14763	36826	90156x1901x75	AMN-1901-368	Note sur quelques modifications apportées à l'examen de la vision dans la marine, par le Dr Salanoue-Ipin, 	1901	368	 / Les résultats de la variolisation, par le Dr H. Gros, ..	article
14764	36833	90156x1901x75	AMN-1901-375	Les résultats de la variolisation, par le Dr H. Gros, 	1901	375	 / 1. Varioles discrètes. / 2. Varioles localisées aux avant-bras et aux mains. / 3. Ulcères echtymateux à distance. / 4. Abcès à distance. / 5. Accidents survenus au point d'inoculation	article
14767	36838	90156x1901x75	AMN-1901-380	Variétés. Statistique de la marine Néerlandaise pour 1899. [Dr Gros]. / Rapport statistique sur la marine impériale allemande du 1er Avril 1897 au 31 Mars 1899, publié par la direction du service de santé du ministère de la marine	1901	380		article
14770	36859	90156x1901x75	AMN-1901-401	Mission hydrographique de l'aviso-transport la Rance à Madagascar (1899-1900), par le Dr Joly, 	1901	401	 / I. Navire	article
14807	36924	90156x1901x75	AMN-1901-464	À propos de l'yerba maté, par le Dr Dedet, 	1901	464	 / Lithiase oxalique	article
14818	36945	90156x1901x76	AMN-1901-5	Quelques considérations sur la nature de la fièvre climatique à propos de cas observé à bord, par le Dr Chastang, 	1901	5		article
14819	36960	90156x1901x76	AMN-1901-20	Alcoolisme. Par le Dr Drago, 	1901	20		article
14821	36975	90156x1901x76	AMN-1901-35	Plaie pénétrante de la poitrine par balle de revolver, par le Dr Machenaud, 	1901	35	 / Campo-périmètre, par le Dr Piton, ..	article
14822	36976	90156x1901x76	AMN-1901-36	Campo-périmètre, par le Dr Piton, 	1901	36	 / Campimètre. / Principe du campimètre	article
14828	36990	90156x1901x76	AMN-1901-50	Variétés. / Concours sur l'organisation des secours aux victimes des guerres maritimes. [Dr Vincent.]. / Distribution géographique des maladies chirurgicales (Journal of tropical medicine du 15 Mai 1901)	1901	50		article
14847	37021	90156x1901x76	AMN-1901-81	De l'origine des promotions sorties de l'école navale, de 1884 à 1900, par le Dr Gazeau, 	1901	81		article
14849	37056	90156x1901x76	AMN-1901-114	Rapport sur l'épidémie de peste à Port-Saïd (Avril-Juillet 1900), par le Dr A. Arbaud, 	1901	114	 / 1° Les charbonniers. / 2° Les chauffeurs. / 3° Les marchands ambulants	article
14851	37060	90156x1901x76	AMN-1901-118	Considérations sur l'hygiène des équipages, par le Dr Ortal, 	1901	118	 / I. Un sanatorium de la marine. / 1°. / 2° De créer un sanatorium des invalides de la marine	article
14857	37072	90156x1901x76	AMN-1901-130	Sur la diarrhée expérimentale de suralimentation, par le Dr Maurel, 	1901	130		article
14866	37088	90156x1901x76	AMN-1901-146	Variétés. British medical association (Assemblée annuelle tenue à Portsmouth en Août 1899. Section des maladies tropicales.). [Dr Gros.]. / La fièvre jaune et les moustiques. (Mesures prophylactiques prises à Cuba.)	1901	146		article
14872	37103	90156x1901x76	AMN-1901-161	Une colonne en casamance (Mars-Mai 1901), par le Dr Palasne de Champeaux, 	1901	161		article
14894	37137	90156x1901x76	AMN-1901-195	Du rôle de la suralimentation dans la production des diarrhées de la saison chaude et des pays chauds, par M. E. Maurel, 	1901	195		article
14900	37167	90156x1901x76	AMN-1901-225	Le navire-hôpital Américain le relief, par le Dr Bellot, 	1901	225	 / Note sur un cas de corps étranger de l'oesophase, par le Dr Baret, ..	article
14901	37169	90156x1901x76	AMN-1901-227	Note de l'inspecteur général du service de santé de la marine au sujet des rapports de statistique médicale	1901	227		article
14902	37173	90156x1901x76	AMN-1901-231	Note de l'inspecteur général du service de santé de la marine au sujet des rapports de statistique médicale. [Auffret.]. / Variétés. / Statistique de la marine Japonaise pour 1897	1901	231		article
14903	37174	90156x1901x76	AMN-1901-232	Variétés. Statistique de la marine Japonaise pour 1897. [Dr H. Gros.]. / Sur la présence endémique en Allemagne de l'hémoglobinurie du boeuf (Fièvre du Texas), par M. le Dr H. Ziemann, 	1901	232		article
14904	37175	90156x1901x76	AMN-1901-233	Variétés. Sur la présence endémique en Allemagne de l'hémoglobinurie du boeuf (Fièvre du Texas), par M. le Dr H. Ziemann, 	1901	233	 [Traduit par le Dr Billet.]. / Paquet individuel de pansement	article
14907	37183	90156x1901x76	AMN-1901-241	L'acuité visuelle des officiers de la marine de guerre et de la marine marchande. / Nouveau procédé pour la mesurer : 1° Amétropomètre. - 2° Disque optométrique. Par le Dr Le Méhauté, 	1901	241	 / École navale. Instruction pour l'admission à l'école navale en 1901. (Du 12 juillet 1900.) Visite médicale	article
14908	37184	90156x1901x76	AMN-1901-242	L'acuité visuelle des officiers de la marine de guerre et de la marine marchande. Nouveau procédé pour la mesurer : 1° Amétropomètre. - 2° Disque optométrique. Par le Dr Le Méhauté, 	1901	242	 École navale. Instruction pour l'admission à l'école navale en 1901. (Du 12 juillet 1900.) Visite médicale. / Capitaines du commerce. Décret portant modifications du décret du 18 septembre 1893 sur le commandement des navires du commerce. (Du 19 janvier 1899)	article
14933	37237	90156x1901x76	AMN-1901-295	Du chauffage à bord, par le Dr Drago, 	1901	295	 / Notes cliniques recueillies à bord de l'iphigénie, par le Dr Gazeau, ... / I. Insolation	article
14934	37242	90156x1901x76	AMN-1901-300	Notes cliniques recueillies à bord de l'iphigénie, par le Dr Gazeau, 	1901	300	 I. Insolation. / II. Empoisonnement par des graines de Pignon d'Inde	article
14935	37244	90156x1901x76	AMN-1901-302	Traitement des accès de fièvre bilieuse hémoglobinurique par des injections de chlorure de sodium, par le Dr Paucot, 	1901	302		article
14942	37253	90156x1901x76	AMN-1901-311	Désinfection des caisses à eau par le flambage, par le Dr Lasserre, 	1901	311		article
14945	37263	90156x1901x76	AMN-1901-321	Hygiène des bâtiments et des équipages de l'escadre du nord, par le Dr Danguy des déserts	1901	321	 / Composition de l'escadre du nord	article
14951	37278	90156x1901x76	AMN-1901-336	L'assistance médicale en Algérie, par le Dr H. Gros, 	1901	336	 / I. L'assistance médicale dans les colonies Européennes	article
14972	37312	90156x1901x76	AMN-1901-370	Variétés. Statistiques de l'armée des Indes Néerlandaises pour 1898 et 1899. [Dr H. Gros.]. / Pansements tout préparés pour le service de l'avant	1901	370		article
14973	37314	90156x1901x76	AMN-1901-372	Variétés. Pansements tout préparés pour le service de l'avant. / Secours des blessés pendant le combat dans la marine Anglaise	1901	372		article
14974	37315	90156x1901x76	AMN-1901-373	Variétés. Secours des blessés pendant le combat dans la marine Anglaise. / I. Traitement des blessés dans les combats sur mer. Par le médecin d'escadre Gilbert Kirker	1901	373		article
14975	37319	90156x1901x76	AMN-1901-377	Variétés. Secours des blessés pendant le combat dans la marine Anglaise. I. Traitement des blessés dans les combats sur mer. Par le médecin d'escadre Gilbert Kirker. / II. Installation des blessés dans les combats sur mer, par le Dr H. A. Clayton, 	1901	377		article
14976	37324	90156x1901x76	AMN-1901-382	Variétés. Secours des blessés pendant le combat dans la marine Anglaise. II. Installation des blessés dans les combats sur mer, par le Dr H. A. Clayton, 	1901	382	 / III. Hôpitaux flottants (floating hospitals), par l'inspecteur général en retraite Belgrave Ninnis	article
14977	37326	90156x1901x76	AMN-1901-384	Variétés. Secours des blessés pendant le combat dans la marine Anglaise. III. Hôpitaux flottants (floating hospitals), par l'inspecteur général en retraite Belgrave Ninnis. / Assistance aux pêcheurs de Terre-Neuve et d'Islande par les navires-hôpitaux des oeuvres de mer, pendant la campagne de pêche de 1901	1901	384		article
14980	37343	90156x1901x76	AMN-1901-401	Hygiène des bâtiments et des équipages de l'escadre du nord, par le Dr Danguy des Déserts, 	1901	401	 (Suite.). / Matériel d'hôpital	article
14988	37362	90156x1901x76	AMN-1901-420	Notes sur le service de santé à bord, par le Dr Léo, 	1901	420	 / I. Poste et passages des blessés à bord du cuirassé d'escadre le suffren	article
14995	37378	90156x1901x76	AMN-1901-434	Une visite aux différentes formations sanitaires installées à Pékin, par le Dr Machenaud, 	1901	434	 (Corps expéditionnaire 1900-1901). / I. Visite à l'hôpital Américain	article
15000	37398	90156x1901x76	AMN-1901-452	Notes thérapeutiques, par le Dr H. Gros, 	1901	452	 (Algérie). / I. Les eaux de Châtel-Guyon dans la thérapeutique des maladies tropicales	article
15017	37431	90156x1902x77	AMN-1902-5	Hygiène des bâtiments et des équipages de l'escadre du Nord, par le Dr Danguy des Déserts, 	1902	5	 (Fin.)	article
15029	37449	90156x1902x77	AMN-1902-23	Notes sur les navires-hôpitaux allemands et russes pendant la campagne de Chine, par le Dr Bellet, 	1902	23	 / I. Navires-hôpitaux allemands. / 1. Wittekind	article
15035	37462	90156x1902x77	AMN-1902-36	Médecine et chirurgie indigènes au Tonkin, par le Dr Vialet, 	1902	36	 I. Médecine. / a. - Règne minéral	article
15039	37482	90156x1902x77	AMN-1902-56	Comment on naît à Madagascar, par le Dr Joly, 	1902	56		article
15041	37490	90156x1902x77	AMN-1902-64	Un cas de paralysie spinale syphilitique d'Erb, par le Dr Abbatucci, 	1902	64	 / Antécédents	article
15044	37498	90156x1902x77	AMN-1902-72	Variétés. / Service médical dans les colonies de la couronne et les protectorats en Angleterre. Traduit de l'anglais. (The Journal of tropical medicine, 2 décembre 1901, p. 400)	1902	72		article
15046	37507	90156x1902x77	AMN-1902-81	Pêcheurs de Terre-Neuve en 1901. Par M. le Dr Glérant, 	1902	81		article
15059	37532	90156x1902x77	AMN-1902-106	Contribution à la géographie médicale du territoire contesté franco-brésilien, par le Dr Mathis, 	1902	106	 / Zone des terres basses. / Zone des terres hautes	article
15070	37555	90156x1902x77	AMN-1902-129	Notes sur quelques cas d'une fièvre « indéterminée » observée sur les côtes de Chine, par le Dr Rousseau, 	1902	129		article
15071	37559	90156x1902x77	AMN-1902-133	Variétés. / Service de santé en campagne	1902	133		article
15086	37587	90156x1902x77	AMN-1902-161	Rapport médical sur le corps expéditionnaire de Chine (1900-1901), par MM. Jacquemin, 	1902	161	 et Bouras..	article
15134	37653	90156x1902x77	AMN-1902-227	Variétés. / Le projet d'augmentation de la flotte allemande et le corps de santé de la marine	1902	227		article
15181	37745	90156x1902x77	AMN-1902-321	Le croiseur-école d'application le Duguay-Trouin, par le Dr Jan, 	1902	321	 Avant-propos	article
15205	37805	90156x1902x77	AMN-1902-379	Contribution à l'hygiène navale. Utilisation de la vapeur d'eau pour la chasse des produits ocreux dans les caisses et dans le tuyautage à eau distillée, par le Dr Guézennec, 	1902	379	 / Conclusions	article
15207	37807	90156x1902x77	AMN-1902-381	Sur un cas d'Escarres consécutives à un traumatisme de la colonne vertébrale, par le Dr Laurent, 	1902	381	 / Historique de la maladie	article
15210	37814	90156x1902x77	AMN-1902-388	Variétés. Le paludisme dans la campagne romaine. [Bavayi.]. / xive congrès international de médecine qui se tiendra à Madrid, 23-30 avril 1903	1902	388		article
15253	37877	90156x1902x77	AMN-1902-451	Notes médicales sur le poste de Moncay (Tonkin), par le Dr Abbatucci, 	1902	451	 Considérations générales. Géographie. / Climat. / Eau. / Garnison. / Infirmerie de garnison. / Médecin	article
15261	37888	90156x1902x77	AMN-1902-462	Étude hygiénique du dépôt de convalescents des troupes coloniales de l'île de Porquerolles, par le Dr Astius Castellan, 	1902	462	 / a. Le cantonnement	article
15265	37892	90156x1902x77	AMN-1902-466	Hygiène capillaire, par le Dr Couteaud, 	1902	466		article
15277	37911	90156x1902x78	AMN-1902-5	Service de santé de la Direction du port de Ching-Wan-Tao, par le Dr Creignon,  / I. Considérations géographiques	1902	5		article
15278	37913	90156x1902x78	AMN-1902-7	Service de santé de la Direction du port de Ching-Wan-Tao, par le Dr Creignon, 	1902	7	 I. Considérations géographiques / Établissements de la marine à Ching-Wan-Tao	article
15280	37922	90156x1902x78	AMN-1902-16	Service de santé de la Direction du port de Ching-Wan-Tao, par le Dr Creignon,  / Service d'hiver. Météorologie	1902	16		article
15287	37938	90156x1902x78	AMN-1902-32	Service de santé de la Direction du port de Ching-Wan-Tao, par le Dr Creignon,  / Conclusion	1902	32		article
15289	37946	90156x1902x78	AMN-1902-40	De l'origine toxi-alimentaire du scorbut, par le Dr L. Chastang,  / Arguments favorables à la doctrine de l'intoxication alimentaire	1902	40		article
15290	37957	90156x1902x78	AMN-1902-51	De l'origine toxi-alimentaire du scorbut, par le Dr L. Chastang, 	1902	51	 Arguments favorables à la doctrine de l'intoxication alimentaire / Ce que dit la bactériologie du scorbut	article
15293	37967	90156x1902x78	AMN-1902-61	Deux paralysies du bras causées l'une par le paludisme, l'autre par le plomb, par le Dr Barbe, 	1902	61	 1re observation. Paralysie paludéenne du bras droit / 2e observation. Paralysie saturnine du bras gauche	article
15295	37972	90156x1902x78	AMN-1902-66	Hygiène des cheveux et de la barbe, par le Dr Laugier, 	1902	66	 Visite sanitaire (dents) / Hygiène des cheveux et de la barbe	article
15296	37974	90156x1902x78	AMN-1902-68	Variétés / Une visite à l'hôpital militaire d'Hiroshima (Japon), par le Dr Pfihl, 	1902	68		article
15302	37987	90156x1902x78	AMN-1902-81	Les enseignements d'une statistique / Le diagnostic du paludisme et de quelques autres maladies sous les tropiques. La distribution géographique de quelques maladies cosmopolites d'après les statistiques médicales de l'armée des Indes néerlandaises de 1897 à 1899, par le Dr H. Gros, 	1902	81		article
15303	37988	90156x1902x78	AMN-1902-82	Les enseignements d'une statistique. Le diagnostic du paludisme et de quelques autres maladies sous les tropiques. La distribution géographique de quelques maladies cosmopolites d'après les statistiques médicales de l'armée des Indes néerlandaises de 1897 à 1899, par le Dr H. Gros,  / I. Paludisme / A. Fréquence du paludisme aux Indes néerlandaises	1902	82		article
15304	37990	90156x1902x78	AMN-1902-84	Les enseignements d'une statistique. Le diagnostic du paludisme et de quelques autres maladies sous les tropiques. La distribution géographique de quelques maladies cosmopolites d'après les statistiques médicales de l'armée des Indes néerlandaises de 1897 à 1899, par le Dr H. Gros, 	1902	84	 I. Paludisme. A. Fréquence du paludisme aux Indes néerlandaises / B. Mortalité	article
15311	38021	90156x1902x78	AMN-1902-115	Du kyste hématique épididymaire, par le Dr A. Valence, 	1902	115	 Observation / Historique	article
15317	38031	90156x1902x78	AMN-1902-125	Intoxication quinique anodine, par le Dr L.-E. Bertrand, 	1902	125		article
15318	38033	90156x1902x78	AMN-1902-127	Intoxication quinique anodine, par le Dr L.-E. Bertrand,  / Hépatite suppurée. Note sur les méthodes des chirurgiens anglais de l'hôpital de Shang-Haï (Méthode de stromeyer-little; de Henderson-Neil Mac-Leod), par le Dr Moulinier, 	1902	127		article
15319	38034	90156x1902x78	AMN-1902-128	Hépatite suppurée. Note sur les méthodes des chirurgiens anglais de l'hôpital de Shang-Haï (Méthode de stromeyer-little; de Henderson-Neil Mac-Leod), par le Dr Moulinier,  / 1° Recherche du pus / 2° Cathétérisme dilatateur progressif	1902	128		article
15320	38035	90156x1902x78	AMN-1902-129	Hépatite suppurée. Note sur les méthodes des chirurgiens anglais de l'hôpital de Shang-Haï (Méthode de stromeyer-little; de Henderson-Neil Mac-Leod), par le Dr Moulinier,  / 3° Dilatation / 4° Drainage / L'abcès se vide toujours mal	1902	129		article
15321	38036	90156x1902x78	AMN-1902-130	Hépatite suppurée. Note sur les méthodes des chirurgiens anglais de l'hôpital de Shang-Haï (Méthode de stromeyer-little; de Henderson-Neil Mac-Leod), par le Dr Moulinier, 	1902	130	 4° Drainage. L'abcès se vide toujours mal / Conclusions	article
15323	38039	90156x1902x78	AMN-1902-133	Projet d'un sac-ambulance, par le Dr Duclot,  / Composition du sac-ambulance	1902	133		article
15324	38040	90156x1902x78	AMN-1902-134	Projet d'un sac-ambulance, par le Dr Duclot,  / Sections à pourvoir de sacs-ambulance / Variétés / Septième conférence internationale de la Croix-Rouge, tenue à Saint-Pétersbourg en 1902	1902	134		article
15350	38102	90156x1902x78	AMN-1902-196	Défense de la méditerranée contre le pèlerinage de la Mecque. Organisation sanitaire du Maroc, par le Dr Torel,  / État actuel du Maroc. Absence de toute notion d'hygiène	1902	196		article
