Unnamed: 0	article_id	article_auteur	article_détail	article_titre	revue_annee	revue_numero	article_page	Unnamed: 8
75.0	AHMC-07-558	Louis Gouzien ;Le Hardy		Épidémie de fièvre jaune de Grand-Bassam en 1903.	1904	7	558	
76.0	AHMC-07-564	les Drs Aubert ;Jacquin		Géographie médicale. Notes sur l'épidémie de peste qui a régné dans le nord de la Nouvelle-Calédonie (juillet-septembre 1903).	1904	7	564	
77.0	AHMC-07-575	Gaide		Lombricose. Son rôle en pathologie exotique. — Ses relations avec l'appendicite.	1904	7	575	
78.0	AHMC-07-576	Gaide	Observation I .Lombricose généralisée et hépatite suppurée - Observation II. Lombricose et hépatite suppurée. Observation III. Lombricose et péritonite - Observation III. Lombricose et péritonite -  Observation IV. Lombricose et diarrhée dysentérique, compliquée de péritonite - Observation V. Lombricose et fièvre typhoïde. - Observation VI  Lombricose avec fièvre et début d'obstruction intestinale	Géographie médicale. Lombricose. Son rôle en pathologie exotique.  — Ses relations avec l'appendicite	1904	7	576	
87.0	AHMC-07-596	Lhomme		Géographie médicale. Notes sur la léproserie de Pondichéry.	1904	7	596	
88.0	AHMC-07-607	L. Touin		Géographie médicale. Néphrite post-hémoglobinurique et opothérapie.	1904	7	607	
89.0	AHMC-07-612	James Hastie	(Journal du voyage de James Hastie à Tananarive en 1817, d'après un manuscrit anglais trouvé à Maurice)	Variétés. Une épidémie de variole à Madagascar en 1817. 	1904	7	612	
90.0	AHMC-07-615	A. Hagen		L'accouchement chez les Annamites.	1904	7	615	
91.0	AHMC-07-617			La lutte contre l'alcoolisme à Madagascar	1904	7	617	
0.0	AHMC-08-9	Henric	Le Djerma	Géographie médicale. La route de Zinder.	1905	8	9	
10.0	AHMC-08-25	A. Kermorgant	Colonies d'Amérique	Notes sur la lèpre dans nos diverses possessions coloniales.	1905	8	25	
19.0	AHMC-08-67	Viala		Notes sur la fièvre à vomissements noirs des enfants à la Guadeloupe.	1905	8	67	
20.0	AHMC-08-69	Viala	Observation I- Observation II- Observation III- Observation IV- Observation V	Notes sur la fièvre à vomissements noirs des enfants à la Guadeloupe.	1905	8	69	
24.0	AHMC-08-100	Barbezieux		Le paludisme à Mong-Tseu (Yunnan).	1905	8	100	
25.0	AHMC-08-102	Delay		Quelques notes sur Yun-Nan-Sen, poste consulaire au Yunnan.	1905	8	102	
26.0	AHMC-08-105	J. Peyrot		Un cas de bilharziose vésicale, observé à Tombouctou.	1905	8	105	
27.0	AHMC-08-112	Gaide	Tuberculose chez les indigènes	Note sur la tuberculose au Tonkin.	1905	8	112	
29.0	AHMC-08-131	J. Cloitre		Note sur le serpent de corail en Nouvelle-Calédonie.	1905	8	131	
30.0	AHMC-08-135	A.-D. Morel.	Chapitre premier. Morbidité et mortalité générales. - Chapitre II. Morbidité et mortalité. corps ou services.  Personnel civil Chapitre III. Morbidité et mortalité -  Chapitre IV. Rapatriements. Chapitre V. Morbidité et mortalité	Statistique générale de la morbidité et de la mortalité dans les établissements hospitaliers des colonies françaises en 1902.	1905	8	135	
35.0	AHMC-08-145	A.  Vivie		À propos d'Aïnhum.	1905	8	145	
36.0	AHMC-08-148	Thiroux		Quelques tentatives d'inoculation de la lèpre.	1905	8	148	
37.0	AHMC-08-154	Montel		Quelques notes sur le pian au Cambodge.	1905	8	154	
38.0	AHMC-08-161	Blin		Le paludisme à Mayotte.	1905	8	161	
39.0	AHMC-08-166	Williams and Norgate		Reports of the trypanosomiasis expedition to the Congo (1903-1904), published for the University Press of Liverpool. 	1905	8	166	
40.0	AHMC-08-173	Decorse		Géographie médicale. Chari et lac Tchad.	1905	8	173	
41.0	AHMC-08-184	Raoul Violle		Rapport de route et de mission	1905	8	184	
42.0	AHMC-08-205	Leclerc		Le pays Oulé. Faune – Flore – Cultures.	1905	8	205	
43.0	AHMC-08-217	Ventrillon		Note sur une nouvelle espèce de moustique de Madagascar (Stegomyia Lamberti).	1905	8	217	
44.0	AHMC-08-221	Gaide		Du rôle du paludisme en obstérique.	1905	8	221	
45.0	AHMC-08-227	J. Vassal		Rétention d'urine par calcul préputial et phimosis.	1905	8	227	
46.0	AHMC-08-230	Clarac	I Tuberculose chez les Européens	Enquête sur la tuberculose à Madagascar.	1905	8	230	
49.0	AHMC-08-250	L. Boyé		La minéralisation du plasma sanguin, dans le traitement de la fièvre bilieuse hémoglobinurique.	1905	8	250	
50.0	AHMC-08-257	Thibault		Fonctionnement du parc vaccinogène de Diégo-Suarez en 1903.	1905	8	257	
51.0	AHMC-08-271	Coppin		Rapport sur l'épidémie de choléra qui sévit en Perse (1904) et sur l'état actuel de l'hygiène.	1905	8	271	
52.0	AHMC-08-282	A. Vivie		Hernie iléo-caeco-appendiculaire. Hernio-laparotomie, appendicectomie. Guérison.	1905	8	282	
53.0	AHMC-08-285	A. Lacour		Un cas de taenia observé à Lang-Son (Tonkin).	1905	8	285	
54.0	AHMC-08-288	A. Raillet ;A.Henry		Étude du taenia recueilli au Tonkin. Par M. le Dr Lacour.	1905	8	288	
55.0	AHMC-08-294	J. Legendre		Mort subite par perforation spontanée de l'oesophage.	1905	8	294	
56.0	AHMC-08-295			De la fréquence du diabète dans nos établissements de l'Inde (Extrait du Rapport annuel de 1903)	1905	8	295	
57.0	AHMC-08-296	Vassal		Observation d'appendicite et de péritonite consécutive.	1905	8	296	
58.0	AHMC-08-298	F. Noc		Le ver blanc des cases indigènes au Congo (Larve de diptère suceuse de sang observée dans l'état libre de Congo). Premier rapport (pendant l'intérim) de l'expédition de l'École de médecine tropicale de Liverpool au Congo, 1903, par E. J. Dutton, J. L. Todd et C. Christy, traduit de l'anglais.	1905	8	298	
59.0	AHMC-08-304	Marchoux		La fièvre jaune à Rio de Janeiro.	1905	8	304	
60.0	AHMC-08-308	Lhomme		Note sur un nouvel appareil hémostatique stérilisable permettant de régler et de vérifier l'hémostase.	1905	8	308	
64.0	AHMC-08-314	Traduction du Dr Morel (A.-D.)		Variétés. Convention sanitaire intercoloniale des Antilles anglaises, arrêtée dans une conférence tenue à la Barbade, dans la ville de Bridgetown, en 1904, du 25 avril au 6 mai. 	1905	8	314	
65.0	AHMC-08-333	Bouffard	Climatologie	Géographie médicale. Djibouti.	1905	8	333	
69.0	AHMC-08-376	Montel (M.-L.-R	)	Notes sur le choléra en basse Indo-Chine. Épidémies de Chaudoc, 1902 ; Kampot, 1903. Marche, prophylaxie.	1905	8	376	
70.0	AHMC-08-386	Bouet	Province d'Antsirabé (124, 244 habitants)	La doctrine anophélienne et le paludisme en émyrne (Madagascar).	1905	8	386	
75.0	AHMC-08-410	Huot		Empoisonnement par l'absorption de feuilles de laurier-rose.	1905	8	410	
76.0	AHMC-08-418	Blin		Variole et vaccination à Mayotte.	1905	8	418	
77.0	AHMC-08-424	A. Kermorgant	Maladies de nos climats observées également aux pays chauds	Maladies endémiques, épidémiques et contagieuses qui ont régné dans les colonies françaises en 1903.	1905	8	424	
79.0	AHMC-08-453	Duperron et Ruelle		Observation d'hermaphrodisme.	1905	8	453	
80.0	AHMC-08-456	Peyrot		Us, coutumes, médecine des Bambaras.	1905	8	456	
84.0	AHMC-08-473	Ruelle		Un traitement de la lèpre. Usité au Mossi (Soudan français).	1905	8	473	
85.0	AHMC-08-483			Variétés. Le paludisme à l'île de La Réunion	1905	8	483	
87.0	AHMC-08-497	Lafont	Situation et relation commericales. Forme, superficie et configuration	Géographie médicale. Muhéli.	1905	8	497	
107.0	AHMC-08-521	Coppin		Note sur un nouveau traitement du bouton d'Alep ou Salek en Perse.	1905	8	521	
108.0	AHMC-08-525	Legendre (J.)		Le péril vénérien au Tonkin.	1905	8	525	
109.0	AHMC-08-532	Lemoal		Considérations étiologiques sur la fièvre bilieuse hémoglobinurique.	1905	8	532	
110.0	AHMC-08-539	Talbot		La colite glaireuse endémique du delta Tonkinois.	1905	8	539	
111.0	AHMC-08-546	Houillon	La variole. Prophylaxie	Variole et vaccine en Afrique occidentale française pour l'année 1903.	1905	8	546	
112.0	AHMC-08-549	Houillon		Variole et vaccine en Afrique occidentale française pour l'année 1903.	1905	8	549	
114.0	AHMC-08-568	Gaide		De la distomatose hépatique au Tonkin.	1905	8	568	
115.0	AHMC-08-579	Bouffard		Du mycétome à grains noirs en Afrique.	1905	8	579	
116.0	AHMC-08-591	Angier	Domaine géographique. – Races. – Âges – Altitude.  Évolution de la maladie. – Guérisons. – Décès- Statistiques	Le Béribéri. Notes recueillies à l'hôpital de Choquan de 1902 à 1905.	1905	8	591	
120.0	AHMC-08-609	V. Rouffiandis		La peste bubonique au Tonkin.	1905	8	609	
122.0	AHMC-08-630	Touin		Clinique d'outre-mer. Observation recueillie en Guinée.	1905	8	630	
123.0	AHMC-08-631	Jourdran		Variétés. Curieux tatouages chez une femme Betsileo.	1905	8	631	
124.0	AHMC-08-632			Le paludisme à Tananarive	1905	8	632	
125.0	AHMC-08-634			Enquête sur la fièvre bilieuse hémoglobinurique	1905	8	634	
1.0	AHMC-09-7	Butin		Géographie médicale. L'île de Saint-Barthélémy.	1906	9	7	
2.0	AHMC-09-14	Mias		Géographie médicale. L'île de Saint-Martin.	1906	9	14	
4.0	AHMC-09-21	A. Kermorgant	Paludisme dans l'armée	Prophylaxie du paludisme.	1906	9	21	
7.0	AHMC-09-47	Sarrailhé		Rapport sur l'épidémie de choléra de la province de Thaï-Binh, du 30 mars au 28 mai 1904.	1906	9	47	
9.0	AHMC-09-62	Grosfillez		La lèpre aux Marquises.	1906	9	62	
10.0	AHMC-09-69		Cholon-Saïgon-Choquan-Baria-Bentré-Cantho-Chaudoc-Giandinh-Gocong-Longxuyen-Mytho-Tachgia-Sadec-Soctrang-Tayninh-Thudaumot-Travinh-Vinhlong	Les oeuvres de bienfaisance et d'assistance créées en Cochinchine	1906	9	69	
27.0	AHMC-09-99	L. Bréaudat		Recherches bio-chimiques sur l'eau d'alimentation de la ville de Saïgon.	1906	9	99	
30.0	AHMC-09-117	J.  de Goyon		Variole et vaccinations dans le Haut Oubangui.	1906	9	117	
31.0	AHMC-09-126			Notes sur la maladie du sommeil au Congo. État approximatif de sa diffusion au mois de juillet 1905	1906	9	126	
32.0	AHMC-09-132	Merveilleux		Notes démographiques et protection de l'enfance à Saint-Louis.	1906	9	132	
33.0	AHMC-09-140	Rouffiandis		Clinique d'Outre-Mer. Un cas de calcul vésical de grosseur anormale chez un enfant.	1906	9	140	
34.0	AHMC-09-144	Gaide		Ovariotomie abdominale pour kystes de l'ovaire chez les Annamites.	1906	9	144	
42.0	AHMC-09-161	Leboeuf		Notes de géographie médicale et de climatologie sur les monts de Cristal (Haut Como).	1906	9	161	
43.0	AHMC-09-170	Pannetier		Géographie médicale. Poste consulaire de Battambang.	1906	9	170	
44.0	AHMC-09-181	Le Moal		Étude sur les moustiques en Afrique occidentale française (rôle pathogénique. — prophylaxie).	1906	9	181	
53.0	AHMC-09-220	M. Kermorgant	Époque d'apparition de la tuberculose aux colonies	La tuberculose dans les colonies françaises et plus particulièrement chez les indigènes d'après les documents fournis par les chefs du service de santé.	1906	9	220	
57.0	AHMC-09-241	Arnould		Histoire de la vaccination en Annam.	1906	9	241	
58.0	AHMC-09-256			La rage au Tonkin (extrait du rapport annuel de 1904.)	1906	9	256	
59.0	AHMC-09-258	R. Montel		Une observation de distomiase pulmonaire en Cochinchine. Quelques notes sur les accidents toxiques dus à des parasites animaux de l'intestin.	1906	9	258	
60.0	AHMC-09-262	Abel Lahille		La Bilharziose intestinale aux Antilles.	1906	9	262	
61.0	AHMC-09-266	Gabriel Lambert		De la purification des eaux de boisson et nouveau procédé chimique de purification totale et rapide des eaux destinées à l'alimentation.	1906	9	266	
66.0	AHMC-09-298	Bloch		Quelques mots sur la fabrication et la composition du teou-fou (fromage de haricots chinois).	1906	9	298	
67.0	AHMC-09-304	Gustave Martin		Maladie du sommeil. Trypanosomiases animales et tsé-tsé dans la Guinée française.	1906	9	304	
68.0	AHMC-09-314	Duvigneau		Variétés. Les médecins annamites à la cour d'Annam. Le Thaï-y-Viên ou service de santé du palais.	1906	9	314	
69.0	AHMC-09-331	Heckenroth		Géographie médicale. Notes sur Zinder.	1906	9	331	
71.0	AHMC-09-349	Kermorgant	Maladies de nos climats observés aux pays chauds	Maladies endémiques, épidémiques et contagieuses qui ont régné dans les colonies françaises en 1904.	1906	9	349	
74.0	AHMC-09-377	Camail		Service de la vaccine en 1904 dans les établissements français de l'Inde.	1906	9	377	
75.0	AHMC-09-381	Jean Legendre		Notes sur les moustiques à Phu-Lang-Thuong.	1906	9	381	
76.0	AHMC-09-387			Nouveau procédé chimique de purification totale et rapide des eaux destinées à l'alimentation.	1906	9	387	
77.0	AHMC-09-391	Gabriel Lambert		Recherche et dosage du plomb dans les eaux potables.	1906	9	391	
78.0	AHMC-09-397	Gauducheau	Observations microscopiques	Le paludisme à Laokay (Tonkin).	1906	9	397	
85.0	AHMC-09-416	Tedeschi		La ligue contre le paludisme en Corse.	1906	9	416	
86.0	AHMC-09-428	Neiret		Le traitement préventif de la rage à Tananarive pendant l'année 1905.	1906	9	428	
87.0	AHMC-09-440	Loste		Le lait des vaches du Tonkin.	1906	9	440	
88.0	AHMC-09-446	Loste		Méthode à l'extrait floconneux dans l'analyse chimique du lait de vache.	1906	9	446	
89.0	AHMC-09-453	Thiroux		Clinique d'Outre-Mer. Mycose de la jambe due au Streptothrix Madurae (Vincent).	1906	9	453	
90.0	AHMC-09-455	Cardeillac		Au sujet d'une piqûre de serpent.	1906	9	455	
91.0	AHMC-09-456			Paludisme et quinine préventive	1906	9	456	
92.0	AHMC-09-457	Constant Mathis		Clinique d'Outre-Mer. Epulis de la mâchoire inférieure chez une Annamite.	1906	9	457	
93.0	AHMC-09-458	Hébrard ; Rosé		Notes sur l'agent infectieux pathogène du farcin du boeuf à la Guadeloupe.	1906	9	458	
94.0	AHMC-09-463	Abbatucci		Note sur un cas d'anévrisme diffus de l'avant-bras.	1906	9	463	
101.0	AHMC-09-481	Vassal (J.-J)		Géographie médicale. Nhatrang.	1906	9	481	
103.0	AHMC-09-511	Gaide	Diagnostic	Notes sur le béribéri au Tonkin.	1906	9	511	
107.0	AHMC-09-533	Salanoue		Rapport annuel sur le service antirabique au Tonkin en 1904.	1906	9	533	
108.0	AHMC-09-540	Gauducheau		Fonctionnement du service de la vaccine au Tonkin.	1906	9	540	
109.0	AHMC-09-550	Le Moal		Campagne antipaludique à Conakry, en 1905.	1906	9	550	
110.0	AHMC-09-563	Bloch		Analyse de quelques eaux du Pet-Chi-Li.	1906	9	563	
111.0	AHMC-09-578	Pelletier		Mycétome à grains rouges observé à Saint-Louis (Sénégal).	1906	9	578	
112.0	AHMC-09-581	Bouet		Contribution à la répartition des culicides en Indo-Chine.	1906	9	581	
113.0	AHMC-09-590	Noc		Sur la fréquence et le rôle étiologique de l'Uncinaria americana dans le béribéri.	1906	9	590	
114.0	AHMC-09-591	Pelletier		Calcul vésical (taille sus-pubienne).	1906	9	591	
115.0	AHMC-09-595	Fraissinet		Abcès du foie d'origine parasitaire.	1906	9	595	
116.0	AHMC-09-598	Sadoul		Au sujet des injections hypodermiques de quinine.	1906	9	598	
117.0	AHMC-09-600	Collomb		Rapport d'ensemble sur l'épidémie de peste de Nouméa.	1906	9	600	
118.0	AHMC-09-614			Fièvre typhoïde au Tonkin (Extrait du Rapport mensuel du mois de janvier 1906.)	1906	9	614	
119.0	AHMC-09-615	Broquet		Variétés. Organisation médicale et sanitaire de l'île Maurice.	1906	9	615	
120.0	AHMC-09-626	Carl Mense		Handbuch der Tropenkrankheiten.	1906	9	626	
0.0	AHMC-10-5	Verdier	Le pays	Géographie médicale. Notes sur la région du Macina.	1907	10	5	
4.0	AHMC-10-24	A.  Kermorgant	Prophylaxie aux frontières	L'assistance médicale en Indo-Chine.	1907	10	24	
8.0	AHMC-10-44	Gustave Reynaud		Boutons du Nil ou boutons d'Orient, observation recueillie.	1907	10	44	
9.0	AHMC-10-47	Camail		Épidémie de peste à Chandernagor en 1905.	1907	10	47	
10.0	AHMC-10-58	Talbot	Talbot	Épidémie de variole observée à Vinh (Annam) en décembre 1904, janvier et février 1905 (Desiderata prophylactiques).	1907	10	58	
11.0	AHMC-10-66	Ribot	Institution du service d'hygiène.  Relations avec les municipalités	Rapport annuel sur les services d'hygiène du 2e arrondissement du Sénégal en 1905.	1907	10	66	
20.0	AHMC-10-85	Mainguy		Notes sur une épidémie de typho-malaria qui a sévi au Bras-de-Pontho (Île de La Réunion).	1907	10	85	
21.0	AHMC-10-91	Bloch		Analyse de l'eau du Yang-Tsé et du fleuve jaune.	1907	10	91	
22.0	AHMC-10-94			Instructions données à la mission d'études française qui se rend au Congo en vue d'étudier la maladie du sommeil. I. Organisation de la mission	1907	10	94	
23.0	AHMC-10-98			Instructions données à la mission d'études française qui se rend au Congo en vue d'étudier la maladie du sommeil. I. Organisation de la mission. II. Instructions	1907	10	98	
24.0	AHMC-10-114	Vivie	État sanitaire- Maladies observées	État sanitaire et maladies observées à la Côte-d'Ivoire pendant l'année 1905.	1907	10	114	
26.0	AHMC-10-129	Camail		Note sur le paludisme dans nos établissements de l'Inde.	1907	10	129	
27.0	AHMC-10-132	Donnet		Clinique d'Outre-mer. Sur un cas de fièvre jaune (avec vomissements noirs et hémorragies passives gingivales) suivi de guérison ; injections de caféine à fortes doses.	1907	10	132	
28.0	AHMC-10-141	Laveran		Tumeur provoquée par un microcoque rose en zooglées.	1907	10	141	
29.0	AHMC-10-143	Augier		Variétés. La législation italienne contre la malaria et la lutte contre le paludisme dans nos colonies.	1907	10	143	
36.0	AHMC-10-167	Amigues	Description géographique	Géographie médicale. Les Nouvelles-Hébrides.	1907	10	167	
39.0	AHMC-10-183	Broquet		Notes sur le climat de Quang-Tchéou-Wan (Chine méridionale).	1907	10	183	
40.0	AHMC-10-187	A. Duvigneau	Grossesse- Précautions hygiéniques et pratiques superstitieuses relatives à la grossesse	La grossesse, l'accouchement et le nouveau-né chez les Annamites à Hué.	1907	10	187	
46.0	AHMC-10-203	Bloch		Contribution à l'étude de la numération des microbes aérobies et anaérobies. – Travail effectué dans les laboratoires d'hygiène de l'Institut Pasteur de Lille.	1907	10	203	
47.0	AHMC-10-217	Constant Mathis. I	Recherches de thérapeutique expérimentale- Essais de thérapeutique clinique	La thérapeutique actuelle de la trypanosomiase humaine.	1907	10	217	
49.0	AHMC-10-245	Gallay		Campagne antivariolique et propagation de la vaccine en 1905 en Afrique occidentale française.	1907	10	245	
50.0	AHMC-10-257	Broquet		Quinine préventive et paludisme.	1907	10	257	
51.0	AHMC-10-258	Le Moal	Note sur l'état du sang et des urines dans l'hémoglobinurie des paludéens	Considérations étiologiques sur l'hémoglobinurie des paludéens.	1907	10	258	
53.0	AHMC-10-281	Ayraud		Notes succinctes sur le paludisme, à Mongtzeu (Yunnam) (extrait du rapport annuel pour 1905).	1907	10	281	
54.0	AHMC-10-285	Kermorgant	Maladies de nos climats observées sous les tropiques	Maladies endémiques, épidémiques et contagieuses qui ont régné dans les colonies françaises en 1905.	1907	10	285	
57.0	AHMC-10-312	Spire		Variétés. Notes sur le service de santé dans les colonies Allemandes.	1907	10	312	
59.0	AHMC-10-323	Broquet		Géographie médicale. Saint-Philippe (Île de la Réunion).	1907	10	323	
63.0	AHMC-10-339	D'Anfreville		La maladie du sommeil au Sénégal, trois cas traités. Guérison probable dans un cas. Par M. le Dr Thiroux et	1907	10	339	
64.0	AHMC-10-350	Morel (A.-D.). A	Colonies d'Amérique	Lazarets des colonies françaises.	1907	10	350	
66.0	AHMC-10-370	A. Bloch		Sur le phytostérol du soja. Par M. T. Klobb et	1907	10	370	
67.0	AHMC-10-377	Talairach		Épidémie de filariose observée à Tombouctou.	1907	10	377	
68.0	AHMC-10-379	Comméléran		L'meurreu de Tidjikdja (Mauritanie) (urticaire d'origine filarienne).	1907	10	379	
69.0	AHMC-10-387	Rouffiandis		Variole et vaccine au Laos de 1895 à 1906.	1907	10	387	
70.0	AHMC-10-393	Régnier		Résumé de la statistique médicale des troupes stationnées aux colonies pendant l'année 1905.	1907	10	393	
71.0	AHMC-10-398	Ribot		Assainissement de la ville de Rufisque (Sénégal).	1907	10	398	
72.0	AHMC-10-406	Montel (M.-L.-R	)	Empoisonnement par le faux anis étoilé.	1907	10	406	
73.0	AHMC-10-413	Constant Mathis		Le béribéri d'après les travaux parus en 1906.	1907	10	413	
74.0	AHMC-10-426	Noël Bernard	Programme de l'organisation ouvrière	Rapport médical sur l'application du programme d'organisation ouvrière aux chantiers de la ligne de Yen-Bay à Lao-Kay, Tonkin (1er octobre 1994 – 1er octobre 1905).	1907	10	426	
81.0	AHMC-10-449	rapport du gouvernement général de l'Afrique occidentale française		Épidémie de fièvre jaune qui a sévi au Dahomey et au Togo en avril, mai et juin 1906	1907	10	449	
82.0	AHMC-10-454	Bonain		Trois cas d'hépatite suppurée avec cholerragie post-opératoire.	1907	10	454	
83.0	AHMC-10-459	Marcel Leger	Le sang dans l'hépatite suppurée	Contribution à l'hématologie de l'abcès tropical du foie et de la congestion hépatique.	1907	10	459	
92.0	AHMC-10-491	Ch.  Meslin		Géographie médicale. Notes sur le Binh-Thuan (Annam) et les débuts de l'assistance médicale indigène dans cette province.	1907	10	491	
93.0	AHMC-10-498	Féray		Historique et pratique de la vaccine en Chine.	1907	10	498	
96.0	AHMC-10-515	Lafont	Première période, de 1900 à 1903	Fonctionnement du laboratoire de Saint-Denis (Réunion) de 1903 à 1906.	1907	10	515	
98.0	AHMC-10-556	Morel (A.-D.). C	Colonies d'Afrique (côte orientale)	Lazarets des colonies françaises (Suite et fin).	1907	10	556	
101.0	AHMC-10-573	Bouet		Le trypanosoma dimorphon et son rôle dans les maladies des animaux de la côte d'Ivoire. – Répartition des mouches tsé-tsé. – Transmission du T. Dimorphon par Glossina palpalis.	1907	10	573	
102.0	AHMC-10-579	Paul Gouzien		Mesures d'hygiène et de prophylaxie prises à la suite de l'inondation de la ville de Kayes (Haut Sénégal-Niger).	1907	10	579	
105.0	AHMC-10-603	Roton		Intervention chirurgicale. Suture osseuse de l'humérus pratiquée le 25 décembre 1906 à l'hôpital Ballay de Conakry (Guinée française). Par M. le Dr Mas et	1907	10	603	
106.0	AHMC-10-605	Dr Bonain		Vagabondage impulsif.	1907	10	605	
107.0	AHMC-10-612	Abbatucci		Notes cliniques sur un cas de faux atriplicisme.	1907	10	612	
108.0	AHMC-10-615	Jean Legendre		Étude d'hygiène chinoise. – L'habitation.	1907	10	615	
109.0	AHMC-10-620	Marcel Leger		Contribution à l'hématologie de la fièvre bilieuse hémoglobinurique.	1907	10	620	
110.0	AHMC-10-628	Sauzeau de Puyberneau		Variétés. Procédé nouveau pour la destruction des larves de moustiques.	1907	10	628	
1.0	AHMC-11-5	Mouillac	I École de médecine de Tchentou	Géographie médicale. Le poste médical de Tchentou (Chine).	1908	11	5	
4.0	AHMC-11-29	Paul Gouzien	I Topographie de la maladie du sommeil	La maladie du sommeil dans le Haut-Sénégal et Niger.	1908	11	29	
8.0	AHMC-11-72	R Montel		La surveillance de la natalité indigène. De la prophylaxie du tétanos ombilical à Saïgon (Cochinchine), 1905, 1906, 1907.	1908	11	72	
9.0	AHMC-11-85	Bloch	Composition chimique du soja	Le soja. Sa culture, sa composition, son emploi en médecine et dans l'alimentation.	1908	11	85	
13.0	AHMC-11-123	Gaide		Rapport sur les épidémies de fièvre récurrente au Tonkin.	1908	11	123	
18.0	AHMC-11-150	de Goyon		Vaccinations au chemin de fer du Dahomey.	1908	11	150	
19.0	AHMC-11-158	A. Calmette		Le diagnostic précoce de la tuberculose par l'ophtalmo-réaction à la tuberculine.	1908	11	158	
26.0	AHMC-11-179	Dupuy	I Géographie médicale	Géographie médicale. Rapport sur le fonctionnement du poste médical consulaire de Canton pendant l'année 1906.	1908	11	179	
31.0	AHMC-11-200	Comméléran		La grossesse, l'accouchement et l'avortement au Tagant et à Tidjikdja (Mauritanie) ; moeurs et coutumes.	1908	11	200	
32.0	AHMC-11-212	Le Ray	Origine de l'épidémie -  Marche de l'épidémie	Épidémie de peste à Majunga en 1907.	1908	11	212	
40.0	AHMC-11-242	J.-B. Ferrandini	Historique	La peste en Cochinchine.	1908	11	242	
50.0	AHMC-11-261	Gauducheau. 	Année 1905 - Année 1906	Fonctionnement de l'institut vaccinogène du Tonkin. Extraits des rapports	1908	11	261	
52.0	AHMC-11-277	Montel		Clinique d'Outre-Mer. Traitement de la syphilis dans les régions tropicales par injections sous-cutanées d'hermophényl.	1908	11	277	
53.0	AHMC-11-280	J.  Legendre		Variétés. Une curieuse épidémie observée à Tchentou.	1908	11	280	
54.0	AHMC-11-282	Chouquet		Variétés. Étude sur les superstitions, croyances et pratiques médicales populaires de la Guadeloupe, (Extraits).	1908	11	282	
56.0	AHMC-11-292	Gaetano Gaglio		Les injections hypodermiques de chlorhydrate de quinine et d'uréthane.	1908	11	292	
57.0	AHMC-11-294	Billet		Variétés. La peste en Algérie en 1907. Recherches particulières sur les rats, leurs ectoparasites et leurs rapports avec l'épidémie dans le département de Constantine (extraits).	1908	11	294	
58.0	AHMC-11-296	Sobre-Casas		Le cancer (prophylaxie, étiologie, traitement).	1908	11	296	
59.0	AHMC-11-297	E.  Maurel		Traité de l'alimentation et de la nutrition à l'état normal et pathologique.	1908	11	297	
60.0	AHMC-11-303	Bouffard	Vaccinateurs indigènes. Quantité de pulpe livrée. le laboratoire	La vaccine dans le Haut-Sénégal et Niger.	1908	11	303	
68.0	AHMC-11-334	A. Kermorgant	Maladies de nos climats, signalées en 1906 dans nos possessions coloniales	Maladies endémiques, épidémiques et contagieuses qui ont régné dans les colonies françaises en 1906.	1908	11	334	
71.0	AHMC-11-381	G. Martin et Leboeuf		Étude clinique sur la trypanosomiase humaine (maladie du sommeil).	1908	11	381	
72.0	AHMC-11-393	Le Ray		Épidémie de peste à Majunga en 1907 (suite et fin).	1908	11	393	
73.0	AHMC-11-408	G.  Bourret		Quelques recherches sur la lèpre.	1908	11	408	
76.0	AHMC-11-431	J.  Legendre		Moustiques et paludisme à Tchentou (Chine).	1908	11	431	
77.0	AHMC-11-442	Yersin		Clinique d'Outre-Mer. Note sur une petite épidémie localisée de peste observée à Nhatrang (Annam).	1908	11	442	
78.0	AHMC-11-444	Abbatucci		Observation sur un énorme molluscum pendulum du sein gauche opéré à l'hôpital de Pak-Hoï (Chine du sud).	1908	11	444	
79.0	AHMC-11-447	Lenoir		Empoisonnements criminels par le datura au bagne de la Nouvelle-Calédonie.	1908	11	447	
80.0	AHMC-11-449	Pichon		Calculs préputiaux avec altération profonde de l'état général.	1908	11	449	
81.0	AHMC-11-451	Séguin		Institut Pasteur de Hanoï. Statistique du service antirabique pour l'année 1907.	1908	11	451	
82.0	AHMC-11-454	Chouquet		Variétés. Étude sur les superstitions, croyances et pratiques médicales populaires de la Guadeloupe (Extraits, suite).	1908	11	454	
83.0	AHMC-11-475	Bouillez		Vaccine et vaccination au Tchad. Secteur médical de Bokoro (27 février-28 novembre 1907).	1908	11	475	
84.0	AHMC-11-486	Rapuc	Climatologie et météorologie	Notes médicales sur l'Oubanghi-Chari-Tchad.	1908	11	486	
85.0	AHMC-11-489	Rapuc. Climatologie et météorologie	Notions sur les principales races	Notes médicales sur l'Oubanghi-Chari-Tchad.	1908	11	489	
88.0	AHMC-11-502	J.-J.  Vassal		Baguio, station d'altitude des Philippines.	1908	11	502	
89.0	AHMC-11-511	Brau	I Dysenterie amoebienne et lombricose	Essai sur la dysenterie amoebienne de Cochinchine.	1908	11	511	
94.0	AHMC-11-547	J.-J. Vassal ;A. Brochet	I Historique	La dengue en Indo-Chine. Épidémie à bord de La Manche en 1907. 	1908	11	547	
