article_id,article_auteur,article_titre,article_page,revue_annee,revue_numero
BSPE-3-521,SPLENDORE (A.),Trypanosomes de poissons brésiliens.,521,1910,3
BSPE-3-524,MIGONE (L.-E.),Le rôle des carpinchos comme réservoirs de virus dans la conservation du mal de Caderas. ,524,1910,3
BSPE-3-526,"YAKIMOFF (W.L.), KOHL-YAKIMOFF (Nina)",Action du 606 sur la maladie du sommeil expérimentale.,526,1910,3
BSPE-3-528,LAVERAN (Alphonse),Action du 606 sur la maladie du sommeil expérimentale. (Discussion),528,1910,3
BSPE-3-529,"MARTIN (Gustave), RINGENBACH (J.)",Nouveaux documents sur la distribution de la maladie du sommeil et des glossines au Congo français.,529,1910,3
BSPE-3-532,CONOR (A.),Quelques particularités biologiques du miracidium de Schistosomum hæmatobium.,532,1910,3
BSPE-3-537,"CONSEIL (E.), TRIBAUDEAU (J.)",Application du 606 au traitement de la syphilis en pays arabe.,537,1910,3
BSPE-3-541,THIROUX (A.),De l’emploi au Sénégal du tannate de quinine en poudre pour la prophylaxie du paludisme chez les enfants.,541,1910,3
BSPE-3-544,"VALLIN(), LAVERAN (Alphonse)",De l’emploi au Sénégal du tannate de quinine en poudre pour la prophylaxie du paludisme chez les enfants. (Discussion),544,1910,3
BSPE-3-544,GAUDUCHEAU (A.),Le béribéri dans le sud de La Chine.,544,1910,3
BSPE-3-546,"ANFREVILLE (Leon, d’)",L’hygiène comparée de Bathurst et de nos villes sénégalaises.,546,1910,3
BSPE-3-549,LAMBERT (G.),"Étude d’eaux bicarbonatées sodiques du bassin de Tuy-Phong, province de Binh-Thuân (Annam). ",549,1910,3
BSPE-3-551,PÉCAUD (G.),Trypanosomiases animales du Haut-Dahomey.,551,1910,3
BSPE-3-559,"SURCOUF (J.), ARIAS (J.)",Note sur des diptères piqueurs recueillis au Dahomey par M. PÉCAUD.,559,1910,3
BSPE-3-561,"MARTIN (Gustave), RINGENBACH (J.)",Prophylaxie de la maladie du sommeil à Brazzaville et au Congo français pendant l’année 1909.,561,1910,3
BSPE-3-577,"THIROUX (A.), GRANJUX (E.)",Prophylaxie de la maladie du sommeil à Brazzaville et au Congo français pendant l’année 1909. (Discussion),577,1910,3
BSPE-3-586,THIROUX (A.),L’éducation des colons et des indigènes et la prophylaxie individuelle dans la maladie du sommeil. ,586,1910,3
BSPE-3-593,MARTIN (Gustave),L’éducation des colons et des indigènes et la prophylaxie individuelle dans la maladie du sommeil. (Discussion),593,1910,3
BSPE-3-598,"RAVAUT(), PINOY (E.)",Sur un cas d’actinobacillose humaine observée à Paris chez un malade venant de l’Argentine. ,598,1910,3
BSPE-3-599,"BOUET (G.), ROUBAUD (É.)",Expériences diverses de transmission des trypanosomes par les glossines. III. Transmission de trypanosoma pecaudi par Glossina longipalpis et tachinoïdes.,599,1910,3
BSPE-3-604,"MARTIN (Gustave), LEBŒUF (A.), RINGENBACH (J.)",Le mouvement des malades trypanosomés à Brazzaville.,604,1910,3
BSPE-3-609,BROCHARD (V.),L’éosinophilie dans la filariose et l’éléphantiasis.,609,1910,3
BSPE-3-613,MARCHOUX (Emile),Observations faites sur un cas de filariose M. diurna.,613,1910,3
BSPE-3-616,YAKIMOFF (W.L.),Sur la question de la décomposition de l’arséno-benzol 606.,616,1910,3
BSPE-3-618,"YAKIMOFF (W.L.), KOHL-YAKIMOFF (Nina)",Emploi de l’arséno-benzol 606 sous forme d’onguent.,618,1910,3
BSPE-3-620,BRÉAUDAT (L.),Sur les urines et le sang des béribériques.,620,1910,3
BSPE-3-624,"BRÉAUDAT (L.), DENIER (A.)",Du son de paddy dans le traitement préventif et curatif du béribéri.,624,1910,3
BSPE-3-626,MONTEL (Marie-Louis-René),Un essai de quinine préventive à Hatien (Cochinchine).,626,1910,3
BSPE-3-629,MONTEL (Marie-Louis-René),Quinine et grossesse.,629,1910,3
BSPE-3-632,"MATHIS (C.), LÉGER (Marcel)","Paludisme et anophélines dans la vallée de la Rivière claire, de Tuyen-Quang à Hagiang. ",632,1910,3
BSPE-3-636,POTTEVIN (H.),Notes sur l’épidémie cholérique des Pouilles.,636,1910,3
BSPE-3-642,KÉRANDEL (J.),Un cas de trypanosomiase chez un médecin (auto-observation).,642,1910,3
BSPE-3-663,NICLOT (F.),Un chapitre de l’histoire du paludisme. Bordeaux : sol marécageux  population palustre faune anophélienne. ,663,1910,3
BSPE-3-670,O’ ZOUX (L.L.),L’oxyspirure de MANSON à la Réunion.,670,1910,3
BSPE-3-696,CAZENEUVE (Henri-Joseph),Un cas de lèpre mixte chez un soldat d’infanterie coloniale.,696,1910,3
BSPE-3-701,JEANSELME (E.),L’afflux des lépreux étrangers à Paris.,701,1910,3
BSPE-3-704,NATTAN-LARRIER (L.),L’afflux des lépreux étrangers à Paris. (Discussion),704,1910,3
BSPE-3-704,"MATHIS (C.), LÉGER (Marcel)",Sur des Hæmoproteus de quelques oiseaux du Tonkin.,704,1910,3
BSPE-3-708,"NICOLLE (CHARLES), CONSEIL (E.)",Action du 606 sur le paludisme.,708,1910,3
BSPE-3-717,"NICOLLE (CHARLES), CONOR (A.)",Application du 606 au traitement du kala-azar. Première note.,717,1910,3
BSPE-3-718,LAVERAN (Alphonse),Au sujet de Trypanosoma pecorum BRUCE. ,718,1910,3
BSPE-3-722,"BOUET (G.), ROUBAUD (É.)","Expériences diverses de transmission des trypanosomes par les glossines.IV. Transmission de Trypanosoma dimorphon par Glossina palpalis, tachinoïdes et longipalpis.",722,1910,3
BSPE-3-726,SALMON (P.),Le sérum humain dans le nagana des souris.,726,1910,3
BSPE-3-728,"DARRÉ (H.), GERY (L.)",Étude anatomo-pathologique des érythèmes trypanosomiasiques.,728,1910,3
BSPE-3-732,"MESNIL (F.), KÉRANDEL (J.)",Sur l’action préventive et curative de l’arsénophénylglycine dans les trypanosomiases expérimentales et en particulier dans les infections à Tr. gambiense.,732,1910,3
BSPE-3-737,NICOLAS (CH.),Contribution à l’étude des filarioses en Nouvelle-Calédonie.,737,1910,3
BSPE-3-738,"RAILLIET (A.), HENRY (A.)",Remarques au sujet de la note de M. NICOLAS.,738,1910,3
BSPE-3-740,EMILY (J.),Note au sujet d’une petite tumeur constituée par un ver de Guinée enkysté.,740,1910,3
BSPE-3-742,SOREL (F.),Quelques notes sur une épidémie de béribéri à la Côte d’Ivoire.,742,1910,3
BSPE-3-745,NEVEUX,Présence de l’ankylostomose à la Côte d’Ivoire.,745,1910,3
BSPE-3-745,COUVY (L.),Scorbut et béribéri à Akjoucht (Mauritanie).,745,1910,3
BSPE-3-749,"BRÉAUDAT (L.), LAVERAN (Alphonse), MOTY(), BRUMPT (Emile)",Scorbut et béribéri à Akjoucht (Mauritanie). (Discussion),749,1910,3
BSPE-3-751,LÉGER (A.),Note au sujet d’une épidémie de béribéri à Madagascar.,751,1910,3
BSPE-3-754,"SURCOUF (J.), ARIAS-ENCOBET (J.)",Notes sur des diptères piqueurs recueillis par le Dr Gaillard (mission Tilho au Niger-Tchad). ,754,1910,3
BSPE-3-755,"LETULLE (M.), NATTAN-LARRIER (L.)",Étude histologique du bubon climatérique.,755,1910,3
BSPE-3-759,"CONOR (A.), HAYAT (A.)",Nouveaux faits concernant la fièvre boutonneuse de Tunisie.,759,1910,3
BSPE-3-764,GOBERT (E.),Note sur la prophylaxie du typhus en milieu indigène.,764,1910,3
BSPE-3-766,"BROQUET (CH.), VILLENEUVE","Contribution à l’étude des maladies des vers à soie  trycholyga sorbillans Wiedm., en Cochinchine.  ",766,1910,3
BSPE-3-773,DU BOURGUET,La fièvre de Malte en Corse.,773,1910,3
BSPE-3-783,"BILLET (A.), VINCENT (H.), BRUMPT (Emile)",La fièvre de Malte en Corse (Discussion),783,1910,3
BSPE-3-785,SOREL (F.),La lutte à Bassam contre la fièvre jaune. Améilorations apportées à l’hygiène générale de cette ville et de la colonie.,785,1910,3
BSPE-4-3,LAVERAN (Alphonse),Allocution du Président,3,1911,4
BSPE-4-8,BRUMPT (Emile),Rapport fait au nom de la Commission de prophylaxie de la maladie du sommeil.,8,1911,4
BSPE-4-9,JEANSELME (E.),Rapport fait au nom de la Commission de prophylaxie de la lèpre en France.,9,1911,4
BSPE-4-24,LEGENDRE (J.),Sur un cas de lèpre à forme anormale.,24,1911,4
BSPE-4-26,LEGENDRE (J.),Dengue et Stegomyia.,26,1911,4
BSPE-4-31,NICOLAS (C.),À propos d’une petite épidémie de peste.,31,1911,4
BSPE-4-35,CARINI (A.),À propos d’une épidémie très bénigne de variole.,35,1911,4
BSPE-4-37,MARCHOUX (Emile),À propos d’une épidémie très bénigne de variole. (Discussion).,37,1911,4
BSPE-4-39,SCHEIN (H.),Piroplasmose du cheval dans le Sud-Annam.,39,1911,4
BSPE-4-40,NICOLLE (CHARLES),À propos de la leishmaniose canine en Afrique Mineure.,40,1911,4
BSPE-4-40,"SERGENT(EDM.),SERGENT(ÉT.)",Présence de trypanosomes chez les bovidés en Algérie.,40,1911,4
BSPE-4-42,"LAVERAN (Alphonse), PETTIT (A.)",Des trypanotoxines.,42,1911,4
BSPE-4-45,CONOR (A.),Bilharziose et 606.,45,1911,4
BSPE-4-47,CONOR (A.),Existence de Filaria perstans en Tunisie.,47,1911,4
BSPE-4-48,MONTEL (Marie-Louis-René),Notes de thérapeutique sur la lèpre.,48,1911,4
BSPE-4-55,MARCHOUX (Emile),Notes de thérapeutique sur la lèpre. (Discussion),55,1911,4
BSPE-4-56,SCHEIN (H.),Prophylaxie du Surra en Indochine.,56,1911,4
BSPE-4-65,JEANSELME (E.),Sur la lèpre pulmonaire.,65,1911,4
BSPE-4-70,"KERMORGANT (Alexandre), JEANSELME (E.), MONTEL (Marie-Louis-René)",Discussion et vote des conclusions de la Commision de la lèpre.,70,1911,4
BSPE-4-89,MARCHOUX (Emile),Culture d’un bacille acido-résistant provenant du mucus nasal des lépreux.,89,1911,4
BSPE-4-92,CAZENEUVE (Henri-Joseph),Apparition de la fièvre méditerranéenne dans l’Ariège.,92,1911,4
BSPE-4-94,CAZENEUVE (Henri-Joseph),Les troubles rénaux dans la fièvre méditerranéenne. Crise d’hématuries à la période critique de l’affection.,94,1911,4
BSPE-4-98,GAUDUCHEAU (A.),Bactérie anthracoïde se rapprochant du bacille de Yersin.,98,1911,4
BSPE-4-103,SOREL (F.),Les voies de propagation de la fièvre jaune.,103,1911,4
BSPE-4-104,"LE DENTU (A.), LAVERAN (Alphonse), MONTEL (Marie-Louis-René)",Les voies de propagation de la fièvre jaune. (Discussion),104,1911,4
BSPE-4-106,NICLOT (F.),Sur un cas d’évolution simultanée de fièvre de Malte et du paludisme.,106,1911,4
BSPE-4-108,SOREL (F.),Le paludisme à la Côte d’Ivoire.,108,1911,4
BSPE-4-110,YAKIMOFF (W. L.),La piroplasmose des chiens en Russie.,110,1911,4
BSPE-4-112,DELANOË (P.),Présence de trypanosomes chez les bovidés en France.,112,1911,4
BSPE-4-116,YAKIMOFF (W.L.),Traitement de la dourine par le trypanroth et par des préparations arsénicales.,116,1911,4
BSPE-4-117,SOREL (F.),Parasites intestinaux chez les indigènes de la Côte d’Ivoire.,117,1911,4
BSPE-4-118,O’ZOUX (L.L.),Cinquante-quatre cas de bilieuse hémoglobinurique à Saint-Denis de la Réunion.,118,1911,4
BSPE-4-122,ROUBAUD (É.),Études sur les Stomoxydes du Dahomey.,122,1911,4
BSPE-4-134,"NICOLLE (CHARLES), MANCEAUX (L.)",Données expérimentales nouvelles sur le bouton d’Orient (1re note).,134,1911,4
BSPE-4-138,"NICOLLE (CHARLES), LEVY (E.)",Un cas de kala-azar terminé par la guérison.,138,1911,4
BSPE-4-141,"YAKIMOFF (W.L.), KOHL-YAKIMOFF (Nina)",Nouvelle communication relative au traitement de la maladie du sommeil et de la tick-fever par le 606.,141,1911,4
BSPE-4-144,OUZILLEAU (F.),Note sur la maladie du sommeil dans la HauteSangha (1909).,144,1911,4
BSPE-4-148,ROMANOVITCH (M .),Septicémie polymicrobiennes chez un singe atteint d’œsophagostomose.,148,1911,4
BSPE-4-150,MARCHOUX (Emile),Ostéite hypertrophique généralisée des singes avec lésions rappelant le Goundou.,150,1911,4
BSPE-4-154,"NATTAN-LARRIER (L.), LETULLE (M.)",Ostéite hypertrophique généralisée des singes avec lésions rappelant le Goundou. (Discussion) ,154,1911,4
BSPE-4-155,SIMONIN (J.),Un cas de diarrhée de Cochinchine guérie par le radiateur photothermique de Miramond de la Roquette.,155,1911,4
BSPE-4-162,"MARCHOUX (Emile), BERTRAND",Un cas de diarrhée de Cochinchine guérie par le radiateur photothermique de Miramond de la Roquette. (Discussion),162,1911,4
BSPE-4-164,NOC (F.),Prophylaxie de la peste à la Martinique.,164,1911,4
BSPE-4-168,LAVERAN (Alphonse),Contribution à l’étude de Trypanosoma hippicum Darling.,168,1911,4
BSPE-4-180,STÉVENEL (L.),"Les crocro de la région de Zinder et leur identification avec l’ulcère phagédénique des pays chauds, et le bouton d’Orient.",180,1911,4
BSPE-4-182,BENOIT-GONIN,Note sur le traitement du bouton d’Orient.,182,1911,4
BSPE-4-185,"NICOLLE (CHARLES), MANCEAUX (L.)",Application de l’arsénobenzol au traitement du bouton d’Orient.,185,1911,4
BSPE-4-187,"NICOLLE (CHARLES), CORTESI (A.), LÉVY (E.)",Application de l’arsénobenzol au traitement du kala-azar de l’enfant.,187,1911,4
BSPE-4-189,DUFOUGERÉ (W.),La maladie du sommeil et les trypanosomiases animales en Casamance.,189,1911,4
BSPE-4-191,CARINI (A.),Présence de trypanosomes chez les bovidés à Sâo-Paulo.,191,1911,4
BSPE-4-193,LAVERAN (Alphonse),Trypanosoma cazalboui ne doit pas être identifié à Trypypanosoma vivax.,193,1911,4
BSPE-4-196,"MARTIN (Gustave), RINGENBACH (J.)",Étude expérimentale du Trypanosoma congolense.,196,1911,4
BSPE-4-198,"RODHAIN (J.), BEQUAERT (J.)",Présence de Leptomonas dans le latex d’une euphorbe congolaise.,198,1911,4
BSPE-4-200,MESNIL (F.),Présence de Leptomonas dans le latex d’une euphorbe congolaise. (Discussion),200,1911,4
BSPE-4-200,"MATHIS (C.), LÉGER (Marcel)","Fasciolopsis buski au Tonkin. Son extrême rareté chez l’homme, sa fréquence chez le porc. ",200,1911,4
BSPE-4-202,"LEBŒUF (A.), JAVELLY (E.)",Un cas de filariose chez un Européen en Nouvelle-Calédonie.,202,1911,4
BSPE-4-205,SOREL (F.),Absence d’éosinophilie dans un cas de Filaria loa.,205,1911,4
BSPE-4-206,BLANCHARD (M.),Note sur le ver de Guinée dans la région du Haut-Sassandra (Côte d’Ivoire).,206,1911,4
BSPE-4-210,LÉGER (A.),Contribution à l’étude de l’histo-pathologie du Goundou.,210,1911,4
BSPE-4-213,CONSEIL (E.),À propos de quelques cas de peste observés à Tunis en 1910.,213,1911,4
BSPE-4-217,PRIMET (E.),Sur l’emploi du vaccin antipesteux en Indochine.,217,1911,4
BSPE-4-219,POUMEYRAC,Épidémie de peste de Lang-Son en 1909.,219,1911,4
BSPE-4-220,DEVY,Épidémie de peste de Pnom-Penh en 1910. prophylaxie par l’emploi du vaccin antipesteux. ,220,1911,4
BSPE-4-224,MANAUD (A.),Prophylaxie de la peste par la désinfection pulicide.,224,1911,4
BSPE-4-227,O’ZOUX (L.L.),Maladie de dépigmentation chez l’homme à la Réunion.,227,1911,4
BSPE-4-230,MANCEAUX (L.),Procédé de coloration rapide par la teinture de Giemsa.,230,1911,4
BSPE-4-233,LAVERAN (Alphonse),Contribution à l’étude de Trypanosoma brucei sans blépharoplaste de Werbitzki.,233,1911,4
BSPE-4-239,"BOURRET (G.), WITH","Recherches sur le mode de propagation et les procédés de diagnostic bactériologique de la lèpre. EHLERS, ",239,1911,4
BSPE-4-253,ORTHOLAN,La lèpre en Nouvelle-Calédonie.,253,1911,4
BSPE-4-258,KIWTET DE JONGE (G.-H.),Note sur les travaux publiés aux Indes Néerlandaises sur l’étiologie et la pathogénie du béribéri.,258,1911,4
BSPE-4-273,LAVERAN (Alphonse),Au sujet de Trypanosoma brucei sans blépharoblaste de Werbitzki.,273,1911,4
BSPE-4-276,NATTAN-LARRIER (L.),Spirilles de la fièvre récurrente et mouches.,276,1911,4
BSPE-4-278,LEBŒUF (A.),Pseudo-érythème noueux d’origine lépreuse.,278,1911,4
BSPE-4-283,ROSS (PH. H.),Some experiments with vaccine prepared according to the method of Achalme and Marie Phisalix. (avec résumé français),283,1911,4
BSPE-4-285,LÉGER (Marcel),Some experiments with vaccine prepared according to the method of Achalme and Marie Phisalix. (Discussion),285,1911,4
BSPE-4-286,MANCEAUX (L.),Sur la technique de culture des Leishmania. ,286,1911,4
BSPE-4-289,CARINI (A.),Leishmaniose de la muqueuse rhino-bucco-pharyngée.,289,1911,4
BSPE-4-291,"LEVADITI (C.), NATTAN-LARRIER (L.)",Traitement de la piroplasmose canine par l’arsénobenzol.,291,1911,4
BSPE-4-295,"LAVERAN (Alphonse), MESNIL (F.)",Traitement de la piroplasmose canine par l’arsénobenzol. (Discussion),295,1911,4
BSPE-4-296,LAMOUREUX (A.),Un cas de paludisme chronique.,296,1911,4
BSPE-4-299,"LAVERAN (Alphonse), MOTY(F.), LEVADITI (C.)",Un cas de paludisme chronique. (Discussion),299,1911,4
BSPE-4-301,"GASTOU (P.), DUFOUGERÉ (W.)",Paludisme et fièvre bilieuse hémoglobinurique.,301,1911,4
BSPE-4-303,CARDAMATIS (J.P.),Traitement de 115 cas d’hémoglobinurie chez des paludéens.,303,1911,4
BSPE-4-306,"BERTRAND (Louis-Edmond), LAVERAN (Alphonse), MARCHOUX (Emile)",Traitement de 115 cas d’hémoglobinurie chez des paludéens. (Discussion),306,1911,4
BSPE-4-309,"YAKIMOFF (W.L.), KOHL-YAKIMOFF (Nina)",Sur la présence de trypanosomes dans le sang des Bovidés à Tunis.,309,1911,4
BSPE-4-310,"MARTIN (Gustave), LEBŒUF (A.), RINGENBACH (J.)",Traitement de la maladie du sommeil par l’atoxyl-orpiment.,310,1911,4
BSPE-4-315,"MATHIS (C.), LÉGER (Marcel)",Contribution à l’hématologie du béribéri et du scorbut.,315,1911,4
BSPE-4-320,"MATHIS (C.), LÉGER (Marcel)",De l’image d’Arneth dans le béribéri et le scorbut.,320,1911,4
BSPE-4-322,MANAUD (A.),Traitement de la dysenterie amibienne par la poudre d’ipéca désémétinisée.,322,1911,4
BSPE-4-325,BERTRAND (Louis-Edmond),Traitement de la dysenterie amibienne par la poudre d’ipéca désémétinisée. (Discussion) ,325,1911,4
BSPE-4-325,FOSSEY (A. M. DE),Influence des vents dominants sur les larves de Culex et d’Anopheles.,325,1911,4
BSPE-4-329,LAVERAN (Alphonse),Influence des vents dominants sur les larves de Culex et d’Anopheles. (Discussion),329,1911,4
BSPE-4-330,LAMBERT (P.),La méthode biologique d’épuration des eaux d’égouts et l’assainissement des villes de l’Indochine. ,330,1911,4
BSPE-4-334,DARLING (S.T.),The intestinal worms of three hundred insane patients detected by special methods. (avec résumé français),334,1911,4
BSPE-4-342,LÉGER (Marcel),The intestinal worms of three hundred insane patients detected by special methods. (Discussion) ,342,1911,4
BSPE-4-345,ACHALME,"À propos des communications de MM. Ross et Léger, sur la vaccination à l’aide de vaccin desséché par la méthode Achalme-Phisalix.",345,1911,4
BSPE-4-347,MONTEL (Marie-Louis-René),Rapport fait au nom de la commission des eaux de boisson de la ville de Saïgon.,347,1911,4
BSPE-4-351,MANAUD (A.),La peste au Siam.,351,1911,4
BSPE-4-356,"LAVERAN (Alphonse), VALLIN (), MARCHOUX (Emile)",La peste au Siam. (Discussion),356,1911,4
BSPE-4-358,FRANÇA (C.),Le choléra à Madère.,358,1911,4
BSPE-4-364,"LAURENT(A.), HUDELLET (G.)",Un cas d’Aïnhun.,364,1911,4
BSPE-4-366,"CONOR (A.), BRUCH (A.)",Un cas de blastomycose humaine observée en Tunisie.,366,1911,4
BSPE-4-369,TAHSIM (I.),Existence de la spirillose humaine à Tripoli de Barbarie.,369,1911,4
BSPE-4-370,NATTAN-LARRIER (L.),Auto-agglutination des hématies dans la piroplasmose canine.,370,1911,4
BSPE-4-373,BOURRET (G.),La toxoplasmose du lapin à Saint-Louis du Sénégal.,373,1911,4
BSPE-4-377,"CARDAMATIS (J.P.), PHOTINOS (S.)",Trypanosomes dans le sang des bovidés en Grèce.,377,1911,4
BSPE-4-378,"MANCEAUX (L.), YARIMOFF (W.L.), KOHL-YAKIMOFF (Nina)",Culture et morphologie du trypanosome du type Typetheileri des bœufs tunisiens. ,378,1911,4
BSPE-4-380,"BRIDRE (J.), NÈGRE (L.), TROUETTE (G.)",Essais de traitement de la lymphangite épizootique par le 606.,380,1911,4
BSPE-4-384,"NÈGRE (L.), BRIDRE (J.)",Un cas de lymphangite épizootique chez l’homme. Traitement et guérison par le 606.,384,1911,4
BSPE-4-386,"RAILLIET (A.), HENRY (A.)",Sur une filaire péritonéale des porcins.,386,1911,4
BSPE-4-389,MESNIL (F.),Sur une filaire péritonéale des porcins. (Discussion),389,1911,4
BSPE-4-390,NOC (F.),Les parasites intestinaux à la Martinique.,390,1911,4
BSPE-4-395,BROQUET (CH.),Culicides de Cochinchine.,395,1911,4
BSPE-4-396,ROUBAUD (É.),Stomoxes nouveaux du Soudan.,396,1911,4
BSPE-4-399,CONSEIL (E.),Le cancer en Tunisie.,399,1911,4
BSPE-4-403,"MATHIS (C.), LÉGER (Marcel)",Traitement du Surra d’Indochine par l’arsénophénylglycine d’Ehrlich.,403,1911,4
BSPE-4-411,VALLIN,Traitement du Surra d’Indochine par l’arsénophénylglycine d’Ehrlich. (Discussion),411,1911,4
BSPE-4-411,"AUBERT (P.), HECKENROTH (F.)",L’arsénophénylglycine dans le traitement de la trypanosomiase humaine.,411,1911,4
BSPE-4-419,"AUBERT (P.), HECKENROTH (F.)",Prophylaxie de la trypanosomiase humaine et arsénophénylglycine en injections intra-veineuses. ,419,1911,4
BSPE-4-421,FOLEY (H.),Parasitisme intestinal chez les Berbères sédentaires de Figuig. Fréquence d’Hymenolepis nana dans la poplution infentile.,421,1911,4
BSPE-4-429,"BRUMPT (Emile), MOTY (F.)",Parasitisme intestinal chez les Berbères sédentaires de Figuig. Fréquence d’Hymenolepis nana dans la poplution infentile. (Discussion),429,1911,4
BSPE-4-434,LAVERAN (Alphonse),Discussion du rapport de la Commission des eaux de Saïgon.,434,1911,4
BSPE-4-435,LEMAIRE (G.),Petite épidémie de typhus récurrent observée à Alger pendant l’année 1910.,435,1911,4
BSPE-4-438,"SERGENT (ED.), GILLOT (V.), FOLEY (H.)",La spirillose nord-africaine et sa transmission par les poux.,438,1911,4
BSPE-4-440,"SERGENT (ED.), GILLOT (V.)",Traitement de la spirillose nord-africaine par l’arsénobenzol.,440,1911,4
BSPE-4-446,"MATHIS (C.), LÉGER (Marcel)",Hémogrégarines de Reptiles et de Batraciens du Tonkin.,446,1911,4
BSPE-4-451,"YAKIMOFF (W.L.), KOHL-YAKIMOFF (Nina)",Piroplasmose des Zébus et leurs produits de croisement en Tunisie.,451,1911,4
BSPE-4-452,"YAKIMOFF (W.L.), KOHL-YAKIMOFF (Nina)",Leishmaniose canine à Tunis.,452,1911,4
BSPE-4-454,"CARDAMATIS (J.P.), MELISSIDIS (A.)","Deux cas de bouton d’Orient, dont le premier très rare  antagonisme probable entre le bouton d’Orient et le kala-azar.",454,1911,4
BSPE-4-459,"CARDAMATIS (J.P.), MELISSIDIS (A.)",Du rôle probable de la mouche domestique dans la transmission des Leishmania. ,459,1911,4
BSPE-4-461,"NOC (F.), STÉVENEL (L.)",Présence à la Martinique de Leptomonas davidi Lafont.,461,1911,4
BSPE-4-464,"MESNIL (F.), MATHIS (C.)",Présence à la Martinique de Leptomonas davidi Lafont. (Discussion),464,1911,4
BSPE-4-464,LAFONT (A.),Observation sur Leptomonas davidi. ,464,1911,4
BSPE-4-467,CHAGAS (C.),Le cycle de Schizotrypanum cruzi chez l’homme et les animaux de laboratoire.,467,1911,4
BSPE-4-472,LAVERAN (Alphonse),L’arsénobenzol dans le traitement des cobayes et des chiens infectés par Trypanosoma gambiense. ,472,1911,4
BSPE-4-476,MESNIL (F.),L’arsénobenzol dans le traitement des cobayes et des chiens infectés par Trypanosoma gambiense. (Discussion),476,1911,4
BSPE-4-478,"BAUCHE (J.), BERNARD (P. Noel)",Deux cas de filariose du chien.,478,1911,4
BSPE-4-482,BERNARD (P. Noel),Filaire péritonéale du porc.,482,1911,4
BSPE-4-485,"RAILLIET (A.), HENRY (A.)",Remarques au sujet des deux notes de MM. BAUCHE et BERNARD.,485,1911,4
BSPE-4-488,"BRAU(), BRUYANT (L.)",Note sur l’existence du Gastrodiscus hominis en Cochinchine.,488,1911,4
BSPE-4-489,ESCOMEL (E.),La Espundia.,489,1911,4
BSPE-4-492,MANAUD (A.),Prophylaxie de la peste bubonique au Siam.,492,1911,4
BSPE-4-498,BRÉAUDAT (L.),Recherches sur le rôle protecteur du son de paddy dans l’alimentation par le riz blanc. ,498,1911,4
BSPE-4-509,THÉZÉ (J.),Un cas de fièvre récurrente observé à Madagascar.,509,1911,4
BSPE-4-510,JOUVEAU-DUBREUIL (H.),Note sur la fièvre récurrente au Setchouen (Chine Occidentale).,510,1911,4
BSPE-4-514,BRUMPT (Emile),"Note sur le parasite des hématies de la taupe : Grahamella talpae n.g, n.sp.",514,1911,4
BSPE-4-518,CARINI (A.),Infection spontanée du pigeon et du chien due au Toxoplasma cuniculi.,518,1911,4
BSPE-4-520,"NATTAN-LARRIER (L.), PARVU",Résistance globulaire et piroplasmose canine.,520,1911,4
BSPE-4-522,THIROUX (A.),Hémogrégarine de Trionyx triunguis. ,522,1911,4
BSPE-4-524,THIROUX (A.),"Halteridum d’une mouette, Larus cirrhocephalus, observé au Sénégal.",524,1911,4
BSPE-4-525,THIROUX (A.),"Filaire d’une mouette, Larus cirrhocephalus, observé au Sénégal.",525,1911,4
BSPE-4-526,"LÉGER (A.), BLANCHARD (M.)","Hématozoaires d’un passereau du Haut-Sénégal et Niger (Hyphantornis melanocephala, Linné). ",526,1911,4
BSPE-4-528,"RODHAIN (J.), BEQUAERT (J.), PONS (C.), VAN DEN BRANDEN (F.)",Notes sur des formes Leptomonas consti-tuant une culture d’un trypanosome dans l’intestin Pangonia. Leptomas d’Asilide et de Réduviides au Katanga.,528,1911,4
BSPE-4-532,FRANÇA (C.),Sur l’existence en Portugal de Leptotmonas davidi Lafont dans le latex de Euphorbia peplus L. et E. segetalis L.,532,1911,4
BSPE-4-534,FRANÇA (C.),Notes sur la transformation in vitro des formes crithidiennes de Trypanosoma rotatorium en formes trypanosomiques.,534,1911,4
BSPE-4-536,SWELLENGREBEL (N.H.),Présence de trypanosomes chez les bovidés en Hollande.,536,1911,4
BSPE-4-538,"LAVERAN (Alphonse), MESNIL (F.)",Présence de trypanosomes chez les bovidés en Hollande. (Discussion),538,1911,4
BSPE-4-539,"BOUET (G.), ROUBAUD (É.)",Expériences diverses de transmission des trypanosomes par les glossines.,539,1911,4
BSPE-4-544,ROUBAUD (É.),Compléments biologiques sur quelques Stomoxydes de l’Afrique occidentale. ,544,1911,4
BSPE-4-549,NICLOT (F.),À propos de la contagiosité de la pneumonie pesteuse.,549,1911,4
BSPE-4-550,BERNARD (P. Noel),Note sur la tuberculose à Hué (Annam).,550,1911,4
BSPE-4-554,LEMAIRE (G.),Premiers cas de leishmaniose algérienne.,554,1911,4
BSPE-4-563,"NOC (F.), STÉVENEL (L.), IMAN (T.)",Prophylaxie et traitement de la syphilis et du pian à la Martinique par les injections intraveineuses de 606.,563,1911,4
BSPE-4-575,"PRIMET (E.), BRÉAUDAT, LE DANTEC (A.), JEANSELME (E.), KERMORGANT (Alexandre) (A.), MARCHOUX (Emile)",Rapport sur le béribéri.,575,1911,4
