	article_id	article_auteur	article_detail	article_titre	revue_annee	revue_numero	article_page
854	AHMC-08-568	M	 le Dr Gaide	De la distomatose hépatique au Tonkin.	1905	08	568
855	AHMC-08-579	M	 le Dr Bouffard	Du mycétome à grains noirs en Afrique.	1905	08	579
856	AHMC-08-591	M. le Dr Angier. Domaine géographique. – Races. – Âges	 – Altitude	 Le Béribéri. Notes recueillies à l'hôpital de Choquan de 1902 à 1905.	1905	08	591
859	AHMC-08-607	M. le Dr Angier. Évolution de la maladie. – Guérisons. – Décès	 Statistiques	 Le Béribéri. Notes recueillies à l'hôpital de choquan de 1902 à 1905.	1905	08	607
860	AHMC-08-609	M. le Dr V	 Rouffiandis	 La peste bubonique au Tonkin.	1905	08	609
862	AHMC-08-630	M	 le Dr Touin	Clinique d'outre-mer. Observation recueillie en Guinée.	1905	08	630
863	AHMC-08-631	M	 le Dr Jourdran	Variétés. Curieux tatouages chez une femme Betsileo.	1905	08	631
864	AHMC-08-632			Le paludisme à Tananarive	1905	08	632
865	AHMC-08-634			Enquête sur la fièvre bilieuse hémoglobinurique	1905	08	634
868	AHMC-09-5			 Rapport au Président de la République	1906	09	5
869	AHMC-09-7	M	 le Dr Butin	 Géographie médicale. L'île de Saint-Barthélémy.	1906	09	7
870	AHMC-09-14	M	 le Dr Mias	 Géographie médicale. L'île de Saint-Martin.	1906	09	14
872	AHMC-09-21	M. le Dr A. Kermorgant. Paludisme dans l'armée	 Prophylaxie du paludisme	 Prophylaxie du paludisme.	1906	09	21
875	AHMC-09-47	M	 le Dr Sarrailhé	 Rapport sur l'épidémie de choléra de la province de Thaï-Binh, du 30 mars au 28 mai 1904.	1906	09	47
877	AHMC-09-62	M	 le Dr Grosfillez	La lèpre aux Marquises.	1906	09	62
878	AHMC-09-69			Les oeuvres de bienfaisance et d'assistance créées en Cochinchine	1906	09	69
879	AHMC-09-70			 Les oeuvres de bienfaisance et d'assistance créées en Cochinchine.Ville de Cholon	1906	09	70
880	AHMC-09-74			 Les oeuvres de bienfaisance et d'assistance créées en Cochinchine.Ville de Cholon. Ville de Saïgon	1906	09	74
881	AHMC-09-76			 Les oeuvres de bienfaisance et d'assistance créées en Cochinchine. Ville de Saïgon. Sainte-Enfance. Choquan	1906	09	76
882	AHMC-09-79			 Les oeuvres de bienfaisance et d'assistance créées en Cochinchine. Choquan. Baria	1906	09	79
883	AHMC-09-80			 Les oeuvres de bienfaisance et d'assistance créées en Cochinchine. Baria. Bentré	1906	09	80
884	AHMC-09-81			 Les oeuvres de bienfaisance et d'assistance créées en Cochinchine. Bentré. Bienhoa	1906	09	81
885	AHMC-09-82			 Les oeuvres de bienfaisance et d'assistance créées en Cochinchine. Bienhoa. Cantho. Chaudoc	1906	09	82
886	AHMC-09-84			 Les oeuvres de bienfaisance et d'assistance créées en Cochinchine. Chaudoc. Giadinh	1906	09	84
887	AHMC-09-85			 Les oeuvres de bienfaisance et d'assistance créées en Cochinchine. Giadinh. Gocong	1906	09	85
888	AHMC-09-86			 Les oeuvres de bienfaisance et d'assistance créées en Cochinchine. Longxuyên. Mytho	1906	09	86
889	AHMC-09-88			 Les oeuvres de bienfaisance et d'assistance créées en Cochinchine. Mytho. Rachgia	1906	09	88
890	AHMC-09-89			 Les oeuvres de bienfaisance et d'assistance créées en Cochinchine. Sadec. Soctrang	1906	09	89
891	AHMC-09-90			 Les oeuvres de bienfaisance et d'assistance créées en Cochinchine. Soctrang. Tayninh	1906	09	90
892	AHMC-09-91			 Les oeuvres de bienfaisance et d'assistance créées en Cochinchine. Thudaumot	1906	09	91
893	AHMC-09-92			 Les oeuvres de bienfaisance et d'assistance créées en Cochinchine. Thudaumot. Travinh	1906	09	92
894	AHMC-09-93			 Les oeuvres de bienfaisance et d'assistance créées en Cochinchine. Travinh. Vinhlong	1906	09	93
895	AHMC-09-99	L. Bréaudat	 I	 Recherches bio-chimiques sur l'eau d'alimentation de la ville de Saïgon.	1906	09	99
898	AHMC-09-117	M. le Dr J	 de Goyon	Variole et vaccinations dans le Haut Oubangui.	1906	09	117
899	AHMC-09-126			 Notes sur la maladie du sommeil au Congo. État approximatif de sa diffusion au mois de juillet 1905	1906	09	126
900	AHMC-09-132	M	 le Dr Merveilleux	 Notes démographiques et protection de l'enfance à Saint-Louis.	1906	09	132
901	AHMC-09-140	M	 le Dr Rouffiandis	 Clinique d'Outre-Mer. Un cas de calcul vésical de grosseur anormale chez un enfant.	1906	09	140
902	AHMC-09-144	M	 le Dr Gaide	Ovariotomie abdominale pour kystes de l'ovaire chez les Annamites.	1906	09	144
903	AHMC-09-152	le Dr Bouet		Reports of the sleeping sickness Commission of the Royal society n° V.	1906	09	152
904	AHMC-09-154	MM	 Netter, Mosny, Thoinot, Wurtz, Vaillard	Maladies exotiques.	1906	09	154
905	AHMC-09-155	le Dr Jules Regnault		Médecine et pharmacie chez les Chinois et les Annamites.	1906	09	155
906	AHMC-09-156	M. le Dr A	 Manouvriez	Mines de houille rendues réfractaires à l'ankylostome par des eaux salées de filtration.	1906	09	156
907	AHMC-09-157	M	 Géraud-Bonnet	Transmission de pensée.	1906	09	157
908	AHMC-09-158			Traité d'hygiène	1906	09	158
909	AHMC-09-159	MM. J. Rouget et Ch	 Dopter	Hygiène alimentaire.	1906	09	159
911	AHMC-09-161	M	 le Dr Leboeuf	 Notes de géographie médicale et de climatologie sur les monts de Cristal (Haut Como).	1906	09	161
912	AHMC-09-170	M	 le Dr Pannetier	 Géographie médicale. Poste consulaire de Battambang.	1906	09	170
913	AHMC-09-181	M	 Le Dr Le Moal	Étude sur les moustiques en Afrique occidentale française (rôle pathogénique. — prophylaxie).	1906	09	181
914	AHMC-09-182	M. Le Dr Le Moal	 Technique adoptée	 Étude sur les moustiques en Afrique occidentale française (rôle pathogénique. — prophylaxie).	1906	09	182
922	AHMC-09-220	M. Kermorgant. Chapitre Ier	 Époque d'apparition de la tuberculose aux colonies	 La tuberculose dans les colonies françaises et plus particulièrement chez les indigènes d'après les documents fournis par les chefs du service de santé.	1906	09	220
926	AHMC-09-241	M	 le Dr Arnould	Histoire de la vaccination en Annam.	1906	09	241
927	AHMC-09-256			 La rage au Tonkin (extrait du rapport annuel de 1904.)	1906	09	256
928	AHMC-09-258	M. le Dr R	 Montel	 Une observation de distomiase pulmonaire en Cochinchine. Quelques notes sur les accidents toxiques dus à des parasites animaux de l'intestin.	1906	09	258
929	AHMC-09-262	M	 Abel Lahille	La Bilharziose intestinale aux Antilles.	1906	09	262
930	AHMC-09-266	M	 Gabriel Lambert	 De la purification des eaux de boisson et nouveau procédé chimique de purification totale et rapide des eaux destinées à l'alimentation.	1906	09	266
935	AHMC-09-298	M	 Bloch	 Quelques mots sur la fabrication et la composition du teou-fou (fromage de haricots chinois).	1906	09	298
936	AHMC-09-304	M	 le Dr Gustave Martin	Maladie du sommeil. Trypanosomiases animales et tsé-tsé dans la Guinée française.	1906	09	304
937	AHMC-09-314	M	 le Dr Duvigneau	Variétés. Les médecins annamites à la cour d'Annam. Le Thaï-y-Viên ou service de santé du palais.	1906	09	314
939	AHMC-09-331	M	 le Dr Heckenroth	 Géographie médicale. Notes sur Zinder.	1906	09	331
941	AHMC-09-349	M	 Kermorgant	Maladies endémiques, épidémiques et contagieuses qui ont régné dans les colonies françaises en 1904.	1906	09	349
942	AHMC-09-350	M. Kermorgant. A	 Maladies de nos climats observés aux pays chauds	 Maladies endémiques, épidémiques et contagieuses qui ont régné dans les colonies françaises en 1904.	1906	09	350
944	AHMC-09-377	M	 le Dr Camail	Service de la vaccine en 1904 dans les établissements français de l'Inde.	1906	09	377
945	AHMC-09-381	M	 le Dr Jean Legendre	Notes sur les moustiques à Phu-Lang-Thuong.	1906	09	381
946	AHMC-09-387	M	 Gabriel Lambert	Nouveau procédé chimique de purification totale et rapide des eaux destinées à l'alimentation.	1906	09	387
947	AHMC-09-391	M. G	 Lambert	 Recherche et dosage du plomb dans les eaux potables.	1906	09	391
948	AHMC-09-397	M	 le Dr Gauducheau	Le paludisme à Laokay (Tonkin).	1906	09	397
949	AHMC-09-399	M. le Dr Gauducheau	 Observations microscopiques	 Le paludisme à Laokay (Tonkin).	1906	09	399
955	AHMC-09-416	M	 le Dr Tedeschi	 La ligue contre le paludisme en Corse.	1906	09	416
956	AHMC-09-428	M	 le Dr Neiret	Le traitement préventif de la rage à Tananarive pendant l'année 1905.	1906	09	428
957	AHMC-09-440	M	 Loste	 Le lait des vaches du Tonkin.	1906	09	440
958	AHMC-09-446	M	 Loste	 Méthode à l'extrait floconneux dans l'analyse chimique du lait de vache.	1906	09	446
959	AHMC-09-453	M	 le Dr Thiroux	 Clinique d'Outre-Mer. Mycose de la jambe due au Streptothrix Madurae (Vincent).	1906	09	453
960	AHMC-09-455	M	 le Dr Cardeillac	Au sujet d'une piqûre de serpent.	1906	09	455
961	AHMC-09-456			Paludisme et quinine préventive	1906	09	456
962	AHMC-09-457	M	 le Dr Constant Mathis	 Clinique d'Outre-Mer. Epulis de la mâchoire inférieure chez une Annamite.	1906	09	457
963	AHMC-09-458	M. Hébrard et M	 Rosé	Notes sur l'agent infectieux pathogène du farcin du boeuf à la Guadeloupe.	1906	09	458
964	AHMC-09-463	M	 le Dr Abbatucci	Note sur un cas d'anévrisme diffus de l'avant-bras.	1906	09	463
965	AHMC-09-469	le Dr Jean Toy		La réglementation de la défense sanitaire contre la peste, le choléra et la fièvre jaune.	1906	09	469
966	AHMC-09-470	les Drs Jules Guiart et L	 Grimbert	Précis de diagnostic chimique, microscopique et parasitologique.	1906	09	470
967	AHMC-09-471	le Dr E	 François	Anémie des mineurs (étiologie, séméiologie, prophylaxie, organisation médicale).	1906	09	471
968	AHMC-09-472	le Dr Paul Blum		Des anesthésies psychiques dites nerveuses ou hystériques.	1906	09	472
969	AHMC-09-474	MM. L. Delaunay, E	 Martel, Ogier et Bonjean	Traité d'hygiène. Par MM. Brouardel et Mosny. — Le Sol et l'Eau.	1906	09	474
970	AHMC-09-475			Rapports médicaux sur les territoires de protectorat allemand	1906	09	475
972	AHMC-09-481	M. le Dr Vassal (J.-J	)	 Géographie médicale. Nhatrang.	1906	09	481
974	AHMC-09-511	M	 le Dr Gaide	Notes sur le béribéri au Tonkin.	1906	09	511
975	AHMC-09-526	M. le Dr Gaide	 Diagnostic	 Notes sur le béribéri au Tonkin.	1906	09	526
978	AHMC-09-533	M	 le Dr Salanoue	Rapport annuel sur le service antirabique au Tonkin en 1904.	1906	09	533
979	AHMC-09-540	M	 le Dr Gauducheau	 Fonctionnement du service de la vaccine au Tonkin.	1906	09	540
980	AHMC-09-550	M	 le Dr Le Moal	Campagne antipaludique à Conakry, en 1905.	1906	09	550
981	AHMC-09-578	M	 le Dr Pelletier	 Mycétome à grains rouges observé à Saint-Louis (Sénégal).	1906	09	578
982	AHMC-09-581	M	 le Dr Bouet	 Contribution à la répartition des culicides en Indo-Chine.	1906	09	581
983	AHMC-09-590	M	 le Dr Noc	 Sur la fréquence et le rôle étiologique de l'Uncinaria americana dans le béribéri.	1906	09	590
984	AHMC-09-591	M	 le Dr Pelletier	Calcul vésical (taille sus-pubienne).	1906	09	591
985	AHMC-09-595	M	 le Dr Fraissinet	Abcès du foie d'origine parasitaire.	1906	09	595
986	AHMC-09-598	M	 le Dr Sadoul	Au sujet des injections hypodermiques de quinine.	1906	09	598
987	AHMC-09-600	M	 le Dr Collomb	 Rapport d'ensemble sur l'épidémie de peste de Nouméa.	1906	09	600
988	AHMC-09-614			Fièvre typhoïde au Tonkin (Extrait du Rapport mensuel du mois de janvier 1906.)	1906	09	614
989	AHMC-09-615	M	 le Dr Broquet	Variétés. Organisation médicale et sanitaire de l'île Maurice.	1906	09	615
990	AHMC-09-626	le Dr Carl Mense		Handbuch der Tropenkrankheiten.	1906	09	626
991	AHMC-09-628	M	 Eilertsen	Inconvénients et danger des dentiers et autres appareils de prothèse dentaire. Maladie du caoutchouc.	1906	09	628
993	AHMC-10-5	M. le Dr Verdier. Chapitre premier	 Le pays	 Géographie médicale. Notes sur la région du Macina.	1907	10	5
997	AHMC-10-24	M. le Dr A	 Kermorgant	L'assistance médicale en Indo-Chine.	1907	10	24
998	AHMC-10-25	M. le Dr A. Kermorgant. I	 Prophylaxie aux frontières	 L'assistance médicale en Indo-Chine.	1907	10	25
1001	AHMC-10-44	M	 le Dr Gustave Reynaud	 Boutons du Nil ou boutons d'Orient, observation recueillie.	1907	10	44
1002	AHMC-10-47	M	 le Dr Camail	Épidémie de peste à Chandernagor en 1905.	1907	10	47
1003	AHMC-10-58	M	 le Dr Talbot	 Épidémie de variole observée à Vinh (Annam) en décembre 1904, janvier et février 1905 (Desiderata prophylactiques).	1907	10	58
1004	AHMC-10-66	M. le Dr Ribot	 Institution du service d'hygiène	Rapport annuel sur les services d'hygiène du 2e arrondissement du Sénégal en 1905.	1907	10	66
1005	AHMC-10-67	M. le Dr Ribot. Institution du service d'hygiène	 Relations avec les municipalités	 Rapport annuel sur les services d'hygiène du 2e arrondissement du Sénégal en 1905.	1907	10	67
1013	AHMC-10-85	M	 le Dr Mainguy	 Notes sur une épidémie de typho-malaria qui a sévi au Bras-de-Pontho (Île de La Réunion).	1907	10	85
1014	AHMC-10-94			 Instructions données à la mission d'études française qui se rend au Congo en vue d'étudier la maladie du sommeil. I. Organisation de la mission	1907	10	94
1015	AHMC-10-98			 Instructions données à la mission d'études française qui se rend au Congo en vue d'étudier la maladie du sommeil. I. Organisation de la mission. II. Instructions	1907	10	98
1016	AHMC-10-114	M. le Dr Vivie. Chapitre premier	 État sanitaire	État sanitaire et maladies observées à la Côte-d'Ivoire pendant l'année 1905.	1907	10	114
1017	AHMC-10-118	M. le Dr Vivie. Chapitre premier. État sanitaire. Chapitre II	 Maladies observées	 État sanitaire et maladies observées à la Côte-d'Ivoire pendant l'année 1905.	1907	10	118
1018	AHMC-10-129	M	 le Dr Camail	Note sur le paludisme dans nos établissements de l'Inde.	1907	10	129
1019	AHMC-10-132	M	 Donnet	Clinique d'Outre-mer. Sur un cas de fièvre jaune (avec vomissements noirs et hémorragies passives gingivales) suivi de guérison ; injections de caféine à fortes doses.	1907	10	132
1020	AHMC-10-141	M	 Laveran	Tumeur provoquée par un microcoque rose en zooglées.	1907	10	141
1021	AHMC-10-143	M	 le Dr Augier	Variétés. La législation italienne contre la malaria et la lutte contre le paludisme dans nos colonies.	1907	10	143
1022	AHMC-10-155	R. Anthony, E. Dupré, G. Brouardel, P. Ribierre, M. Boulay, V. Morax et P	 Lafeuille	Traité d'hygiène, publié en fascicules sous la direction de MM. Brouardel et Mosny. – Anthropologie, Hygiène individuelle, Éducation physique.	1907	10	155
1023	AHMC-10-156	le Dr Louis Védy		La fièvre bilieuse hémoglobinurique dans le bassin du Congo.	1907	10	156
1024	AHMC-10-159	le professeur Bruno Galli-Valério		Manuel pour la lutte contre les moustiques.	1907	10	159
1025	AHMC-10-160	le Dr F	 Calot	Traitement du mal de Pott, à l'usage des praticiens.	1907	10	160
1026	AHMC-10-161	Alex Layet		Hygiène et colonisation, la santé des Européens entre les tropiques.	1907	10	161
1027	AHMC-10-164			 Règlement portant organisation d'une société de médecine militaire française	1907	10	164
1029	AHMC-10-167	M. le Dr Amigues	 Description géographique	 Géographie médicale. Les Nouvelles-Hébrides.	1907	10	167
1032	AHMC-10-183	M	 le Dr Broquet	Notes sur le climat de Quang-Tchéou-Wan (Chine méridionale).	1907	10	183
1033	AHMC-10-187	M. le Dr A. Duvigneau	 Grossesse	 La grossesse, l'accouchement et le nouveau-né chez les Annamites à Hué.	1907	10	187
1034	AHMC-10-188	M. le Dr A. Duvigneau. Grossesse	 Précautions hygiéniques et pratiques superstitieuses relatives à la grossesse	 La grossesse, l'accouchement et le nouveau-né chez les annamites à Hué.	1907	10	188
1039	AHMC-10-203	M	 Bloch	Contribution à l'étude de la numération des microbes aérobies et anaérobies. – Travail effectué dans les laboratoires d'hygiène de l'Institut Pasteur de Lille.	1907	10	203
1040	AHMC-10-217	M. le Dr Constant Mathis. I	 Recherches de thérapeutique expérimentale	La thérapeutique actuelle de la trypanosomiase humaine.	1907	10	217
1041	AHMC-10-226	M. le Dr Constant Mathis. I. Recherches de thérapeutique expérimentale. II	 Essais de thérapeutique clinique	 La thérapeutique actuelle de la trypanosomiase humaine.	1907	10	226
1042	AHMC-10-245	M	 le Dr Gallay	Campagne antivariolique et propagation de la vaccine en 1905 en Afrique occidentale française.	1907	10	245
1043	AHMC-10-257	M	 le Dr Broquet	 Quinine préventive et paludisme.	1907	10	257
1044	AHMC-10-258	M	 le Dr Le Moal	Considérations étiologiques sur l'hémoglobinurie des paludéens.	1907	10	258
1045	AHMC-10-277	M. le Dr Le Moal	 Note sur l'état du sang et des urines dans l'hémoglobinurie des paludéens	 Considérations étiologiques sur l'hémoglobinurie des paludéens.	1907	10	277
1046	AHMC-10-281	M	 le Dr Ayraud	 Notes succinctes sur le paludisme, à Mongtzeu (Yunnam) (extrait du rapport annuel pour 1905).	1907	10	281
1047	AHMC-10-285	M	 Kermorgant	Maladies endémiques, épidémiques et contagieuses qui ont régné dans les colonies françaises en 1905.	1907	10	285
1048	AHMC-10-286	M. Kermorgant. A	 Maladies de nos climats observées sous les tropiques	 Maladies endémiques, épidémiques et contagieuses qui ont régné dans les colonies françaises en 1905.	1907	10	286
1050	AHMC-10-312	M	 le Dr Spire	Variétés. Notes sur le service de santé dans les colonies Allemandes.	1907	10	312
1051	AHMC-10-316	A	 Laveran	Traité du paludisme.	1907	10	316
1053	AHMC-10-323	M	 le Dr Broquet	 Géographie médicale. Saint-Philippe (Île de la Réunion).	1907	10	323
1057	AHMC-10-339	M	 le Dr D'Anfreville	La maladie du sommeil au Sénégal, trois cas traités. Guérison probable dans un cas. Par M. le Dr Thiroux et	1907	10	339
1058	AHMC-10-350	M. le Dr Morel (A.-D.). A	 Colonies d'Amérique	 Lazarets des colonies françaises.	1907	10	350
1060	AHMC-10-370	M. A	 Bloch	 Sur le phytostérol du soja. Par M. T. Klobb et	1907	10	370
1061	AHMC-10-377	M	 le Dr Talairach	Épidémie de filariose observée à Tombouctou.	1907	10	377
1062	AHMC-10-379	M	 le Dr Comméléran	 L'meurreu de Tidjikdja (Mauritanie) (urticaire d'origine filarienne).	1907	10	379
1063	AHMC-10-387	M	 le Dr Rouffiandis	Variole et vaccine au Laos de 1895 à 1906.	1907	10	387
1064	AHMC-10-393	M	 le Dr Régnier	 Résumé de la statistique médicale des troupes stationnées aux colonies pendant l'année 1905.	1907	10	393
1065	AHMC-10-398	M	 le Dr Ribot	Assainissement de la ville de Rufisque (Sénégal).	1907	10	398
1066	AHMC-10-406	M. le Dr Montel (M.-L.-R	)	Empoisonnement par le faux anis étoilé.	1907	10	406
1067	AHMC-10-413	M	 le Dr Constant Mathis	Le béribéri d'après les travaux parus en 1906.	1907	10	413
1068	AHMC-10-426	M	 le Dr Noël Bernard	Rapport médical sur l'application du programme d'organisation ouvrière aux chantiers de la ligne de Yen-Bay à Lao-Kay, Tonkin (1er octobre 1994 – 1er octobre 1905).	1907	10	426
1069	AHMC-10-428	M. le Dr Noël Bernard	 Programme de l'organisation ouvrière	 Rapport médical sur l'application du programme d'organisation ouvrière aux chantiers de la ligne de Yen-Bay à Lao-Kay, Tonkin (1er octobre 1994 – 1er octobre 1905).	1907	10	428
1072	AHMC-10-431	chacun des trois contingents		 Rapport médical sur l'application du programme d'organisation ouvrière aux chantiers de la ligne de Yen-Bay à Lao-Kay, Tonkin (1er octobre 1994 – 1er octobre 1905). Par M. le Dr Noël Bernard. Nombre et origine des coolies. Fonctionnement du service médical. Résultats fournis	1907	10	431
1075	AHMC-10-449			Épidémie de fièvre jaune qui a sévi au Dahomey et au Togo en avril, mai et juin 1906 (extrait du rapport du gouvernement général de l'Afrique occidentale française)	1907	10	449
1076	AHMC-10-454	M	 le Dr Bonain	Trois cas d'hépatite suppurée avec cholerragie post-opératoire.	1907	10	454
1077	AHMC-10-459	M	 le Dr Marcel Leger	Contribution à l'hématologie de l'abcès tropical du foie et de la congestion hépatique.	1907	10	459
1078	AHMC-10-473	M. le Dr Marcel Leger. I	 Le sang dans l'hépatite suppurée	 Contribution à l'hématologie de l'abcès tropical du foie et de la congestion hépatique.	1907	10	473
1082	AHMC-10-482	le Dr Monteuuis		De l'Alimentation et de la Cuisine naturelle dans le monde.	1907	10	482
1083	AHMC-10-483	le Dr Coste de Lagrave		Le Vade-Mecum du tuberculeux.	1907	10	483
1084	AHMC-10-484	le Dr A	 Calmette	Les Venins, les Animaux venimeux et la Sérothérapie antivenimeuse.	1907	10	484
1085	AHMC-10-485			Traité d'Hygiène, publié en fascicule sous la direction de MM. Brouardel, Chantemesse et Mosny	1907	10	485
1087	AHMC-10-491	M. le Dr Ch	 Meslin	 Géographie médicale. Notes sur le Binh-Thuan (Annam) et les débuts de l'assistance médicale indigène dans cette province.	1907	10	491
1088	AHMC-10-498	M	 le Dr Féray	 Historique et pratique de la vaccine en Chine.	1907	10	498
1091	AHMC-10-515	M. le Dr Lafont	 Première période, de 1900 à 1903	 Fonctionnement du laboratoire de Saint-Denis (Réunion) de 1903 à 1906.	1907	10	515
1093	AHMC-10-556	M. le Dr Morel (A.-D.). C	 Colonies d'Afrique (côte orientale)	 Lazarets des colonies françaises (Suite et fin).	1907	10	556
1096	AHMC-10-573	M	 le Dr Bouet	Le trypanosoma dimorphon et son rôle dans les maladies des animaux de la côte d'Ivoire. – Répartition des mouches tsé-tsé. – Transmission du T. Dimorphon par Glossina palpalis.	1907	10	573
1097	AHMC-10-579	M	 le Dr Paul Gouzien	 Mesures d'hygiène et de prophylaxie prises à la suite de l'inondation de la ville de Kayes (Haut Sénégal-Niger).	1907	10	579
1100	AHMC-10-603	M	 le Dr Roton	 Intervention chirurgicale. Suture osseuse de l'humérus pratiquée le 25 décembre 1906 à l'hôpital Ballay de Conakry (Guinée française). Par M. le Dr Mas et	1907	10	603
1101	AHMC-10-605	le M	 Dr Bonain	 Vagabondage impulsif.	1907	10	605
1102	AHMC-10-612	M	 le Dr Abbatucci	 Notes cliniques sur un cas de faux atriplicisme.	1907	10	612
1103	AHMC-10-615	M	 le Dr Jean Legendre	 Étude d'hygiène chinoise. – L'habitation.	1907	10	615
1104	AHMC-10-620	M	 le Dr Marcel Leger	 Contribution à l'hématologie de la fièvre bilieuse hémoglobinurique.	1907	10	620
1105	AHMC-10-628	M	 le Dr Sauzeau de Puyberneau	Variétés. Procédé nouveau pour la destruction des larves de moustiques.	1907	10	628
1106	AHMC-10-634	le Dr J.-J	 Matignon	Enseignements médicaux de la guerre russo-japonaise.	1907	10	634
1107	AHMC-10-635	le Dr Gabriel Colin		La Blennorragie, maladie sociale.	1907	10	635
1110	AHMC-11-4			 Avis	1908	11	4
1111	AHMC-11-5	M. le Dr Mouillac	 I École de médecine de Tchentou	 Géographie médicale. Le poste médical de Tchentou (Chine).	1908	11	5
1114	AHMC-11-29	M	 le Dr Paul Gouzien	La maladie du sommeil dans le Haut-Sénégal et Niger.	1908	11	29
1115	AHMC-11-30	M. le Dr Paul Gouzien	 I Topographie de la maladie du sommeil	 La maladie du sommeil dans le Haut-Sénégal et Niger.	1908	11	30
1118	AHMC-11-72	M. le Dr R	 Montel	 La surveillance de la natalité indigène. De la prophylaxie du tétanos ombilical à Saïgon (Cochinchine), 1905, 1906, 1907.	1908	11	72
1119	AHMC-11-85	M	 Bloch	Le soja. Sa culture, sa composition, son emploi en médecine et dans l'alimentation.	1908	11	85
1120	AHMC-11-93	M. Bloch	 Composition chimique du soja	 Le soja. Sa culture, sa composition, son emploi en médecine et dans l'alimentation.	1908	11	93
1122	AHMC-11-123	M	 le Dr Gaide	 Rapport sur les épidémies de fièvre récurrente au Tonkin.	1908	11	123
1127	AHMC-11-150	M	 le Dr de Goyon	Vaccinations au chemin de fer du Dahomey.	1908	11	150
1128	AHMC-11-158	M. le Dr A	 Calmette	 Le diagnostic précoce de la tuberculose par l'ophtalmo-réaction à la tuberculine.	1908	11	158
1129	AHMC-11-160			 Société de pathologie exotique. Institut Pasteur. — Paris	1908	11	160
1130	AHMC-11-163	le docteur Magnus Hirschfeld		Le troisième sexe ; les homosexuels de Berlin.	1908	11	163
1131	AHMC-11-164	le médecin-major Barthélémy		L'alimentation du soldat, considérations théoriques et pratiques.	1908	11	164
1132	AHMC-11-165			Ville de New-York : La filtration de seaux du Croton à New-York décidée. Insuccès des essais d'ozonisation faits à Jerome Park Reservoir	1908	11	165
1133	AHMC-11-166	sir Patrick Manson		Maladies des pays chauds.	1908	11	166
1135	AHMC-11-177			 Note de la rédaction	1908	11	177
1136	AHMC-11-179	M. le Dr Dupuy	 I Géographie médicale	 Géographie médicale. Rapport sur le fonctionnement du poste médical consulaire de Canton pendant l'année 1906.	1908	11	179
1141	AHMC-11-200	M. le Dr M	 Comméléran	 La grossesse, l'accouchement et l'avortement au Tagant et à Tidjikdja (Mauritanie) ; moeurs et coutumes.	1908	11	200
1142	AHMC-11-212	M. le Dr Le Ray	 Origine de l'épidémie	Épidémie de peste à Majunga en 1907.	1908	11	212
1143	AHMC-11-216	M. le Dr Le Ray. Origine de l'épidémie	 Marche de l'épidémie	 Épidémie de peste à Majunga en 1907.	1908	11	216
1150	AHMC-11-242	M. le Dr J.-B. Ferrandini	 Historique	 La peste en Cochinchine.	1908	11	242
1160	AHMC-11-261			Fonctionnement de l'institut vaccinogène du Tonkin. Extraits des rapports de M. le Dr Gauducheau. Année 1905	1908	11	261
1161	AHMC-11-265			 Fonctionnement de l'institut vaccinogène du Tonkin. Extraits des rapports de M. le Dr Gauducheau. Année 1905. Année 1906	1908	11	265
1162	AHMC-11-277	M	 le Dr Montel	Clinique d'Outre-Mer. Traitement de la syphilis dans les régions tropicales par injections sous-cutanées d'hermophényl.	1908	11	277
1163	AHMC-11-280	M. le Dr J	 Legendre	Variétés. Une curieuse épidémie observée à Tchentou.	1908	11	280
1164	AHMC-11-282	M	 le Dr Chouquet	 Variétés. Étude sur les superstitions, croyances et pratiques médicales populaires de la Guadeloupe, (Extraits).	1908	11	282
1165	AHMC-11-290			Extraits des rapports des chefs du service sanitaire de l'isthme de Panama pour l'année 1907	1908	11	290
1166	AHMC-11-292	M	 le professeur Gaetano Gaglio	Les injections hypodermiques de chlorhydrate de quinine et d'uréthane.	1908	11	292
1167	AHMC-11-294	M	 le Dr Billet	 Variétés. La peste en Algérie en 1907. Recherches particulières sur les rats, leurs ectoparasites et leurs rapports avec l'épidémie dans le département de Constantine (extraits).	1908	11	294
1168	AHMC-11-296	le Dr Sobre-Casas		Le cancer (prophylaxie, étiologie, traitement).	1908	11	296
1169	AHMC-11-297	le Dr E	 Maurel	Traité de l'alimentation et de la nutrition à l'état normal et pathologique.	1908	11	297
1171	AHMC-11-303	M	 le Dr Bouffard	 La vaccine dans le Haut-Sénégal et Niger.	1908	11	303
1178	AHMC-11-328	le laboratoire		 La vaccine dans le Haut-Sénégal et Niger. Par M. le Dr Bouffard. Vaccinateurs indigènes. Quantité de pulpe livrée	1908	11	328
1179	AHMC-11-334	M. Kermorgant. A	 Maladies de nos climats, signalées en 1906 dans nos possessions coloniales	 Maladies endémiques, épidémiques et contagieuses qui ont régné dans les colonies françaises en 1906.	1908	11	334
1182	AHMC-11-381	M. le Dr G. Martin et M	 le Dr Leboeuf	 Étude clinique sur la trypanosomiase humaine (maladie du sommeil).	1908	11	381
1183	AHMC-11-393	M	 le Dr Le Ray	Épidémie de peste à Majunga en 1907 (suite et fin).	1908	11	393
1184	AHMC-11-408	M. le Dr G	 Bourret	Quelques recherches sur la lèpre.	1908	11	408
1185	AHMC-11-409	M. le Dr G. Bourret	 I Hématologie	 Quelques recherches sur la lèpre.	1908	11	409
