,article_id,article_auteur,article_detail,article_titre,revue_annee,revue_numero,article_page
58,AHMC-10-316,A, Laveran,Traité du paludisme.,1907,10,316
59,AHMC-10-323,M, le Dr Broquet, Géographie médicale. Saint-Philippe (Île de la Réunion).,1907,10,323
63,AHMC-10-339,M, le Dr D'Anfreville,"La maladie du sommeil au Sénégal, trois cas traités. Guérison probable dans un cas. Par M. le Dr Thiroux et",1907,10,339
64,AHMC-10-350,M. le Dr Morel (A.-D.). A, Colonies d'Amérique, Lazarets des colonies françaises.,1907,10,350
66,AHMC-10-370,M. A, Bloch, Sur le phytostérol du soja. Par M. T. Klobb et,1907,10,370
67,AHMC-10-377,M, le Dr Talairach,Épidémie de filariose observée à Tombouctou.,1907,10,377
68,AHMC-10-379,M, le Dr Comméléran, L'meurreu de Tidjikdja (Mauritanie) (urticaire d'origine filarienne).,1907,10,379
69,AHMC-10-387,M, le Dr Rouffiandis,Variole et vaccine au Laos de 1895 à 1906.,1907,10,387
70,AHMC-10-393,M, le Dr Régnier, Résumé de la statistique médicale des troupes stationnées aux colonies pendant l'année 1905.,1907,10,393
71,AHMC-10-398,M, le Dr Ribot,Assainissement de la ville de Rufisque (Sénégal).,1907,10,398
72,AHMC-10-406,M. le Dr Montel (M.-L.-R,),Empoisonnement par le faux anis étoilé.,1907,10,406
73,AHMC-10-413,M, le Dr Constant Mathis,Le béribéri d'après les travaux parus en 1906.,1907,10,413
74,AHMC-10-426,M, le Dr Noël Bernard,"Rapport médical sur l'application du programme d'organisation ouvrière aux chantiers de la ligne de Yen-Bay à Lao-Kay, Tonkin (1er octobre 1994 – 1er octobre 1905).",1907,10,426
75,AHMC-10-428,M. le Dr Noël Bernard, Programme de l'organisation ouvrière," Rapport médical sur l'application du programme d'organisation ouvrière aux chantiers de la ligne de Yen-Bay à Lao-Kay, Tonkin (1er octobre 1994 – 1er octobre 1905).",1907,10,428
78,AHMC-10-431,chacun des trois contingents,," Rapport médical sur l'application du programme d'organisation ouvrière aux chantiers de la ligne de Yen-Bay à Lao-Kay, Tonkin (1er octobre 1994 – 1er octobre 1905). Par M. le Dr Noël Bernard. Nombre et origine des coolies. Fonctionnement du service médical. Résultats fournis",1907,10,431
81,AHMC-10-449,,,"Épidémie de fièvre jaune qui a sévi au Dahomey et au Togo en avril, mai et juin 1906 (extrait du rapport du gouvernement général de l'Afrique occidentale française)",1907,10,449
82,AHMC-10-454,M, le Dr Bonain,Trois cas d'hépatite suppurée avec cholerragie post-opératoire.,1907,10,454
83,AHMC-10-459,M, le Dr Marcel Leger,Contribution à l'hématologie de l'abcès tropical du foie et de la congestion hépatique.,1907,10,459
84,AHMC-10-473,M. le Dr Marcel Leger. I, Le sang dans l'hépatite suppurée, Contribution à l'hématologie de l'abcès tropical du foie et de la congestion hépatique.,1907,10,473
88,AHMC-10-482,le Dr Monteuuis,,De l'Alimentation et de la Cuisine naturelle dans le monde.,1907,10,482
89,AHMC-10-483,le Dr Coste de Lagrave,,Le Vade-Mecum du tuberculeux.,1907,10,483
90,AHMC-10-484,le Dr A, Calmette,"Les Venins, les Animaux venimeux et la Sérothérapie antivenimeuse.",1907,10,484
91,AHMC-10-485,,,"Traité d'Hygiène, publié en fascicule sous la direction de MM. Brouardel, Chantemesse et Mosny",1907,10,485
92,AHMC-10-491,M. le Dr Ch, Meslin, Géographie médicale. Notes sur le Binh-Thuan (Annam) et les débuts de l'assistance médicale indigène dans cette province.,1907,10,491
93,AHMC-10-498,M, le Dr Féray, Historique et pratique de la vaccine en Chine.,1907,10,498
96,AHMC-10-515,M. le Dr Lafont," Première période, de 1900 à 1903", Fonctionnement du laboratoire de Saint-Denis (Réunion) de 1903 à 1906.,1907,10,515
98,AHMC-10-556,M. le Dr Morel (A.-D.). C, Colonies d'Afrique (côte orientale), Lazarets des colonies françaises (Suite et fin).,1907,10,556
101,AHMC-10-573,M, le Dr Bouet,Le trypanosoma dimorphon et son rôle dans les maladies des animaux de la côte d'Ivoire. – Répartition des mouches tsé-tsé. – Transmission du T. Dimorphon par Glossina palpalis.,1907,10,573
102,AHMC-10-579,M, le Dr Paul Gouzien, Mesures d'hygiène et de prophylaxie prises à la suite de l'inondation de la ville de Kayes (Haut Sénégal-Niger).,1907,10,579
105,AHMC-10-603,M, le Dr Roton, Intervention chirurgicale. Suture osseuse de l'humérus pratiquée le 25 décembre 1906 à l'hôpital Ballay de Conakry (Guinée française). Par M. le Dr Mas et,1907,10,603
106,AHMC-10-605,le M, Dr Bonain, Vagabondage impulsif.,1907,10,605
107,AHMC-10-612,M, le Dr Abbatucci, Notes cliniques sur un cas de faux atriplicisme.,1907,10,612
108,AHMC-10-615,M, le Dr Jean Legendre, Étude d'hygiène chinoise. – L'habitation.,1907,10,615
109,AHMC-10-620,M, le Dr Marcel Leger, Contribution à l'hématologie de la fièvre bilieuse hémoglobinurique.,1907,10,620
110,AHMC-10-628,M, le Dr Sauzeau de Puyberneau,Variétés. Procédé nouveau pour la destruction des larves de moustiques.,1907,10,628
111,AHMC-10-634,le Dr J.-J, Matignon,Enseignements médicaux de la guerre russo-japonaise.,1907,10,634
112,AHMC-10-635,le Dr Gabriel Colin,,"La Blennorragie, maladie sociale.",1907,10,635
0,AHMC-11-4,,, Avis,1908,11,4
1,AHMC-11-5,M. le Dr Mouillac, I École de médecine de Tchentou, Géographie médicale. Le poste médical de Tchentou (Chine).,1908,11,5
4,AHMC-11-29,M, le Dr Paul Gouzien,La maladie du sommeil dans le Haut-Sénégal et Niger.,1908,11,29
5,AHMC-11-30,M. le Dr Paul Gouzien, I Topographie de la maladie du sommeil, La maladie du sommeil dans le Haut-Sénégal et Niger.,1908,11,30
8,AHMC-11-72,M. le Dr R, Montel," La surveillance de la natalité indigène. De la prophylaxie du tétanos ombilical à Saïgon (Cochinchine), 1905, 1906, 1907.",1908,11,72
9,AHMC-11-85,M, Bloch,"Le soja. Sa culture, sa composition, son emploi en médecine et dans l'alimentation.",1908,11,85
10,AHMC-11-93,M. Bloch, Composition chimique du soja," Le soja. Sa culture, sa composition, son emploi en médecine et dans l'alimentation.",1908,11,93
13,AHMC-11-123,M, le Dr Gaide, Rapport sur les épidémies de fièvre récurrente au Tonkin.,1908,11,123
18,AHMC-11-150,M, le Dr de Goyon,Vaccinations au chemin de fer du Dahomey.,1908,11,150
19,AHMC-11-158,M. le Dr A, Calmette, Le diagnostic précoce de la tuberculose par l'ophtalmo-réaction à la tuberculine.,1908,11,158
20,AHMC-11-160,,, Société de pathologie exotique. Institut Pasteur. — Paris,1908,11,160
21,AHMC-11-163,le docteur Magnus Hirschfeld,,Le troisième sexe ; les homosexuels de Berlin.,1908,11,163
22,AHMC-11-164,le médecin-major Barthélémy,,"L'alimentation du soldat, considérations théoriques et pratiques.",1908,11,164
23,AHMC-11-165,,,Ville de New-York : La filtration de seaux du Croton à New-York décidée. Insuccès des essais d'ozonisation faits à Jerome Park Reservoir,1908,11,165
24,AHMC-11-166,sir Patrick Manson,,Maladies des pays chauds.,1908,11,166
25,AHMC-11-177,,, Note de la rédaction,1908,11,177
26,AHMC-11-179,M. le Dr Dupuy, I Géographie médicale, Géographie médicale. Rapport sur le fonctionnement du poste médical consulaire de Canton pendant l'année 1906.,1908,11,179
31,AHMC-11-200,M. le Dr M, Comméléran," La grossesse, l'accouchement et l'avortement au Tagant et à Tidjikdja (Mauritanie) ; moeurs et coutumes.",1908,11,200
32,AHMC-11-212,M. le Dr Le Ray, Origine de l'épidémie,Épidémie de peste à Majunga en 1907.,1908,11,212
33,AHMC-11-216,M. le Dr Le Ray. Origine de l'épidémie, Marche de l'épidémie, Épidémie de peste à Majunga en 1907.,1908,11,216
40,AHMC-11-242,M. le Dr J.-B. Ferrandini, Historique, La peste en Cochinchine.,1908,11,242
50,AHMC-11-261,,,Fonctionnement de l'institut vaccinogène du Tonkin. Extraits des rapports de M. le Dr Gauducheau. Année 1905,1908,11,261
51,AHMC-11-265,,, Fonctionnement de l'institut vaccinogène du Tonkin. Extraits des rapports de M. le Dr Gauducheau. Année 1905. Année 1906,1908,11,265
52,AHMC-11-277,M, le Dr Montel,Clinique d'Outre-Mer. Traitement de la syphilis dans les régions tropicales par injections sous-cutanées d'hermophényl.,1908,11,277
53,AHMC-11-280,M. le Dr J, Legendre,Variétés. Une curieuse épidémie observée à Tchentou.,1908,11,280
54,AHMC-11-282,M, le Dr Chouquet," Variétés. Étude sur les superstitions, croyances et pratiques médicales populaires de la Guadeloupe, (Extraits).",1908,11,282
55,AHMC-11-290,,,Extraits des rapports des chefs du service sanitaire de l'isthme de Panama pour l'année 1907,1908,11,290
56,AHMC-11-292,M, le professeur Gaetano Gaglio,Les injections hypodermiques de chlorhydrate de quinine et d'uréthane.,1908,11,292
57,AHMC-11-294,M, le Dr Billet," Variétés. La peste en Algérie en 1907. Recherches particulières sur les rats, leurs ectoparasites et leurs rapports avec l'épidémie dans le département de Constantine (extraits).",1908,11,294
58,AHMC-11-296,le Dr Sobre-Casas,,"Le cancer (prophylaxie, étiologie, traitement).",1908,11,296
59,AHMC-11-297,le Dr E, Maurel,Traité de l'alimentation et de la nutrition à l'état normal et pathologique.,1908,11,297
60,AHMC-11-303,M, le Dr Bouffard, La vaccine dans le Haut-Sénégal et Niger.,1908,11,303
67,AHMC-11-328,le laboratoire,, La vaccine dans le Haut-Sénégal et Niger. Par M. le Dr Bouffard. Vaccinateurs indigènes. Quantité de pulpe livrée,1908,11,328
68,AHMC-11-334,M. Kermorgant. A," Maladies de nos climats, signalées en 1906 dans nos possessions coloniales"," Maladies endémiques, épidémiques et contagieuses qui ont régné dans les colonies françaises en 1906.",1908,11,334
71,AHMC-11-381,M. le Dr G. Martin et M, le Dr Leboeuf, Étude clinique sur la trypanosomiase humaine (maladie du sommeil).,1908,11,381
72,AHMC-11-393,M, le Dr Le Ray,Épidémie de peste à Majunga en 1907 (suite et fin).,1908,11,393
73,AHMC-11-408,M. le Dr G, Bourret,Quelques recherches sur la lèpre.,1908,11,408
74,AHMC-11-409,M. le Dr G. Bourret, I Hématologie, Quelques recherches sur la lèpre.,1908,11,409
76,AHMC-11-431,M. le Dr J, Legendre,Moustiques et paludisme à Tchentou (Chine).,1908,11,431
77,AHMC-11-442,M, le Dr Yersin,Clinique d'Outre-Mer. Note sur une petite épidémie localisée de peste observée à Nhatrang (Annam).,1908,11,442
78,AHMC-11-444,M, le Dr Abbatucci,Observation sur un énorme molluscum pendulum du sein gauche opéré à l'hôpital de Pak-Hoï (Chine du sud).,1908,11,444
79,AHMC-11-447,M, le Dr Lenoir,Empoisonnements criminels par le datura au bagne de la Nouvelle-Calédonie.,1908,11,447
80,AHMC-11-449,M, le Dr Pichon,Calculs préputiaux avec altération profonde de l'état général.,1908,11,449
81,AHMC-11-451,M, le Dr Séguin, Institut Pasteur de Hanoï. Statistique du service antirabique pour l'année 1907.,1908,11,451
82,AHMC-11-454,M, le Dr Chouquet,"Variétés. Étude sur les superstitions, croyances et pratiques médicales populaires de la Guadeloupe (Extraits, suite).",1908,11,454
83,AHMC-11-475,M, le Dr Bouillez, Vaccine et vaccination au Tchad. Secteur médical de Bokoro (27 février-28 novembre 1907).,1908,11,475
84,AHMC-11-486,M. le Dr Rapuc, Climatologie et météorologie,Notes médicales sur l'Oubanghi-Chari-Tchad.,1908,11,486
85,AHMC-11-489,M. le Dr Rapuc. Climatologie et météorologie, Notions sur les principales races, Notes médicales sur l'Oubanghi-Chari-Tchad.,1908,11,489
88,AHMC-11-502,M. le Dr J.-J, Vassal,"Baguio, station d'altitude des Philippines.",1908,11,502
89,AHMC-11-511,M, le Dr Brau,Essai sur la dysenterie amoebienne de Cochinchine.,1908,11,511
90,AHMC-11-513,M. le Dr Brau, I Dysenterie amoebienne et lombricose, Essai sur la dysenterie amoebienne de Cochinchine.,1908,11,513
94,AHMC-11-547,M. le Dr A. Brochet, Introduction,La dengue en Indo-Chine. Épidémie à bord de La Manche en 1907. Par M. le Dr J.-J. Vassal et,1908,11,547
95,AHMC-11-548,M. le Dr A. Brochet. Introduction, I Historique,  La dengue en Indo-Chine. Épidémie à bord de La Manche en 1907. Par M. le Dr J.-J. Vassal et,1908,11,548
102,AHMC-11-572,M, le Dr Bouet,Les trypanosomiases de la Haute Côte d'Ivoire.,1908,11,572
103,AHMC-11-582,Glossina Palpalis,, Les trypanosomiases de la Haute Côte d'Ivoire. Par M. le Dr Bouet. Recherches expérimentales. Transmission de T. Cazalboui,1908,11,582
105,AHMC-11-588,M. le Dr Bouet. Quelques mots sur nos essais de thérapeutique. Mouches piquantes, Maladie du sommeil, Les trypanosomiases de la Haute Côte d'Ivoire.,1908,11,588
106,AHMC-11-589,M, Georges Lambert, Ce qu'il faut penser des procédés de stérilisation de l'eau par le permanganate de potasse. Par M. Ferraud et,1908,11,589
107,AHMC-11-600,M, le Dr Massiou,Rapport sur le traitement antirabique à l'Institut Pasteur de Tananarive pendant l'année 1906.,1908,11,600
108,AHMC-11-617,M. le Dr M, Bargy, L'Atoxyl dans le traitement de la syphilis en Afrique occidentale.,1908,11,617
109,AHMC-11-630,M, Bloch, Analyse d'un calcul vésical à noyau formé par un limbe de monocotylédone.,1908,11,630
110,AHMC-11-633,M, le Dr Ortholan,La peste en Indo-Chine (historique.).,1908,11,633
111,AHMC-11-648,le Dr Walther Spielmeyer ,,Les maladies à trypanosomes et leurs rapports avec les maladies nerveuses syphilogènes.,1908,11,648
112,AHMC-11-649,Ronald Ross,,Rapport sur la prophylaxie de la malaria à Maurice.,1908,11,649
113,AHMC-11-659,,,Règlement sur la vente de la quinine du gouvernement dans les bureaux de poste de l'Inde anglaise,1908,11,659
0,AHMC-12-1,,, [Page de titre],1909,12,1
1,AHMC-12-5,M. le Dr P, Doreau, Notes de géographie médicale sur l'Abyssinie.,1909,12,5
3,AHMC-12-24,,,Distribution géographique des moustiques en Abyssinie,1909,12,24
4,AHMC-12-26,,,La fièvre spirillaire en Abyssinie,1909,12,26
5,AHMC-12-31,M. le Dr Gaide. Première partie, Renseignements géographiques généraux sur le Tonkin,Le paludisme en Annam et au Tonkin.,1909,12,31
6,AHMC-12-35,M. le Dr Gaide. Deuxième partie, Étiologie générale, Le paludisme en Annam et au Tonkin.,1909,12,35
7,AHMC-12-54,M. le Dr Garnier, Mois d'août, Épidémie de fièvre jaune à la Martinique en 1908. (observations cliniques).,1909,12,54
8,AHMC-12-55,,,Mois de septembre,1909,12,55
9,AHMC-12-56,,,Mois de novembre,1909,12,56
11,AHMC-12-92,M, le Dr Barret," Épidémie de méningite cérébro-spinale observée à Djougou (Dahomey), pendant la saison sèche 1906-1907.",1909,12,92
12,AHMC-12-101,M. le Dr J, Legendre,Notes sur le climat de Tchentou (Chine).,1909,12,101
13,AHMC-12-107,M, le Dr Kerandel,Note sur la mission du Haut Logone.,1909,12,107
14,AHMC-12-115,M. le Dr Massiou. I, Étude pharmacologique et physiologique, Des diverses applications thérapeutiques de l'atoxyl.,1909,12,115
15,AHMC-12-119,,,II. L'atoxyl dans les trypanosomiases,1909,12,119
16,AHMC-12-128,,,III. L'atoxyl dans les spirilloses,1909,12,128
17,AHMC-12-130,,,IV. L'atoxyl dans la syphilis,1909,12,130
18,AHMC-12-136,,,V. L'atoxyl dans les affections parasyphilitiques,1909,12,136
19,AHMC-12-137,,,VI. Emploi de l'atoxyl dans diverses autres affections,1909,12,137
20,AHMC-12-140,M, le Dr Ortholan,Les cancers dans les pays tropicaux.,1909,12,140
21,AHMC-12-148,M, le Dr Couvy," Note sur deux cas de maladie du sommeil observés au territoire militaire du Tchad, août 1905-septembre 1906.",1909,12,148
22,AHMC-12-157,M, le Dr Renault,Clinique d'Outre-Mer. Amaurose et blépharoptose simulées.,1909,12,157
23,AHMC-12-160,M, le Dr Renault," Clinique d'Outre-Mer. Troubles oculo-pupillaires accompagnant des abcès pulmonaires consécutifs à des abcès hépatiques guéris, d'origine dysentérique.",1909,12,160
24,AHMC-12-163,M, le Dr Guillon, Clinique d'Outre-Mer. Les accès palustres à forme abdominale.,1909,12,163
25,AHMC-12-166,,,Variétés. Congrès des directeurs d'instituts vaccinaux allemands,1909,12,166
26,AHMC-12-170,M, le Dr Lafont, Variétés. Règles à suivre pour les prélèvements de sang. La leucocytose dans les diverses maladies. Formules leucocytaires et numération des globules blancs. Communication à la Société médicale de l'Île Maurice.,1909,12,170
27,AHMC-12-176,le Dr Hans Ziemann,,La fièvre bilieuse hémoglobinurique.,1909,12,176
28,AHMC-12-177,Ashburn P. M, et Craig,Recherches expérimentales concernant l'étiologie de la fièvre dengue.,1909,12,177
29,AHMC-12-178,le Dr F, Tsuzuki,La nature du béribéri d'après mes recherches épidémiologiques et bactériologiques.,1909,12,178
30,AHMC-12-180,le Dr Victor Pauchet,,Chirurgie de la prostate.,1909,12,180
31,AHMC-12-181,A, Pousson,Chirurgie des néphrites.,1909,12,181
32,AHMC-12-182,le Dr Ch, Dopter,"Les dysenteries, étude bactériologique.",1909,12,182
33,AHMC-12-189,M, le Dr Viala, Les îles Wallis et Horn. Notes de géographie médicale.,1909,12,189
34,AHMC-12-213,M. le Dr Renault, Étiologie, Observations d'hépatite suppurée commentées.,1909,12,213
35,AHMC-12-216,,,Symptomatologie,1909,12,216
36,AHMC-12-218,,,Traitement,1909,12,218
37,AHMC-12-226,,,Complications,1909,12,226
38,AHMC-12-229,,,Abcès du poumon,1909,12,229
39,AHMC-12-233,,,Abcès de la rate,1909,12,233
40,AHMC-12-235,,,Conclusions,1909,12,235
42,AHMC-12-292,,,Quatrième partie. Prophylaxie générale du paludisme,1909,12,292
44,AHMC-12-307,M, le Dr Sarrailhé,Pyohémies atténuées ; relation de vingt et un cas observés au Tonkin sur des indigènes.,1909,12,307
45,AHMC-12-308,M. le Dr Sarrailhé. Premier groupe," Cas compliqués, abcès multiples, onze observations", Pyohémies atténuées ; relation de vingt et un cas observés au Tonkin sur des indigènes.,1909,12,308
46,AHMC-12-325,,,Deuxième groupe. Cas simples. Abcès unique,1909,12,325
47,AHMC-12-332,,,Étiologie et pathogénie,1909,12,332
49,AHMC-12-342,M, Salanoue-Ipin,Diagnostic de la peste murine (examen nécropsique des rats pesteux) Caractères distinctifs des rats et des puces.,1909,12,342
50,AHMC-12-346,M, le Dr De Goyon, Clinique d'Outre-Mer. Attaque épileptiforme syphilitique.,1909,12,346
51,AHMC-12-350,le Dr A, Guillon,Manuel de thérapeutique clinique des maladies tropicales.,1909,12,350
52,AHMC-12-355,M, le Dr Bouilliez, Notes médicales sur les combats de Dogotchi (29 mars 1908) et de Djoua (16 juin 1908) au territoire du Tchad.,1909,12,355
53,AHMC-12-368,MM," Simond, Grimaud, Aubert et Noc",Rapport sur le fonctionnement du service de destruction des moustiques à la Martinique du 22 décembre 1908 au 28 février 1909.,1909,12,368
54,AHMC-12-372,"MM. Simond, Grimaud, Aubert et Noc", Instructions aux employés chefs des équipes du Service stégomycide à Fort-de-France, Rapport sur le fonctionnement du service de destruction des moustiques à la Martinique du 22 décembre 1908 au 28 février 1909.,1909,12,372
56,AHMC-12-385,,,Destruction des moustiques adultes,1909,12,385
58,AHMC-12-388,M. le Dr J, Rigaud," Traitement de la fièvre bilieuse hémoglobinurique par la décoction de ""voafotsy"" (Aphloia madagascariensis).",1909,12,388
59,AHMC-12-402,M, Heckenroth, La vaccine dans la Haute-Sangha (Congo français).,1909,12,402
60,AHMC-12-415,M, le Dr Jauneau, Notes sur les morsures de caïman à Madagascar.,1909,12,415
63,AHMC-12-448,M. le Dr A, Thiroux,Les villages de ségrégation et de traitement de la maladie du sommeil. Fonctionnement d'un de ces villages à Saint-Louis-du-Sénégal.,1909,12,448
64,AHMC-12-459,M, le Dr Salanoue-Ipin,Épidémiologie de la peste d'après les derniers travaux de la commission d'études de la peste dans l'Inde.,1909,12,459
65,AHMC-12-473,M, le Dr Lucas,Traitement de la dysenterie et de la diarrhée chronique par le sulfate d'hordénine.,1909,12,473
66,AHMC-12-477,M, le Dr Léger,Notes sur l'état de la dentition des hommes d'une compagnie d'infanterie coloniale à Hué (Annam).,1909,12,477
67,AHMC-12-482,M, le Dr Abbatucci, Quelques considérations pratiques sur l'oschéotomie.,1909,12,482
68,AHMC-12-486,MM, Trautmann et Leboeuf,Clinique d'Outre-Mer. Un cas de maladie du sommeil observé à Brazzaville.,1909,12,486
69,AHMC-12-490,M, le Dr Dubruel," Clinique d'Outre-Mer. Grossesse tubaire, laparotomie, guérison.",1909,12,490
70,AHMC-12-497,M, le Dr Bartet,Le Dragonneau.,1909,12,497
71,AHMC-12-499,le Dr Maurer,,Polynévrite des Gallinacés et béribéri.,1909,12,499
72,AHMC-12-500,,,"Report on investigations carried out in the Bahr-el-Ghazal province on behalf of the Sudan sleeping sickness Commission, 1907-1908. By captain H. Ensor D.S.O",1909,12,500
73,AHMC-12-503,le Dr Arthur E, Horn," Bilbliographie. Recherches sur la méningite cérébro-spinale dans les territoires Nord de la Gold Coast (An investigation of cerebro-spinal fever in the northern territories of the Gold Coast, in 1908).",1909,12,503
74,AHMC-12-513,M. Simond et MM. Aubert et Noc, I Origine de l'épidémie," Contribution à l'étude de l'épidémiologie amarile. Origine, causes, marche et caractères de l'épidémie de fièvre jaune de la Martinique de 1908-1909.",1909,12,513
75,AHMC-12-520,,,II Épidémie de Fort-de-France,1909,12,520
77,AHMC-12-566,,,IV Marche et caractères de l'épidémie — Résumé statistique,1909,12,566
78,AHMC-12-577,,,V Fièvre inflammatoire et endémicité,1909,12,577
80,AHMC-12-595,M. G. Martin et MM, Leboeuf et Ringenbach, Sur le traitement de la trypanosomiase humaine.,1909,12,595
81,AHMC-12-602,M, le Dr Brau,Béribéri et paludisme au camp des Mâres (Cochinchine).,1909,12,602
82,AHMC-12-608,M. le Dr Gaide, I Fonctionnement actuel du service, Note sur le rapatriement des militaires et des malades de l'Indo-Chine.,1909,12,608
83,AHMC-12-620,,,II Desiderata,1909,12,620
84,AHMC-12-628,M. le Dr J.-M, Imbert,Notes sur les blessures par armes de guerre observées à Phu-Lang-Thuong (Tonkin) du 29 avril 1908 au 31 mai 1909.,1909,12,628
85,AHMC-12-635,armes de guerre,, Notes sur les blessures par armes de guerre observées à Phu-Lang-Thuong (Tonkin) du 29 avril 1908 au 31 mai 1909. Par M. le Dr J.-M. Imbert. Considérations générales sur les traumatismes,1909,12,635
86,AHMC-12-636,,,Considérations particulières sur les diverses catégories de blessures,1909,12,636
88,AHMC-12-648,M, le Dr Guillemet,Le fonctionnement du service médical au poste consulaire de Tchong-King (Chine).,1909,12,648
89,AHMC-12-656,M, le Dr Boyé,Empoisonnement de la garnison européenne d'Hanoï par le datura (28 juin 1908).,1909,12,656
90,AHMC-12-660,M. le Dr J.-M, Imbert,"Note concernant l'utilisation en chirurgie du fil de ""Con Cu'óc"".",1909,12,660
91,AHMC-12-663,M, le Dr Heckenroth,Résumé de 68 observations de trypanosomiase humaine dans la Haute-Sangha (Congo).,1909,12,663
92,AHMC-12-670,M. le Dr Rigollet et M, Ferraud, Note sur un procédé pratique de stérilisation des solutions pour injections hypodermiques.,1909,12,670
93,AHMC-12-672,M, le Dr Pelletier,Clinique d'Outre-Mer. Purpura hémorragique dû au paludisme.,1909,12,672
94,AHMC-12-675,M, le Dr Logerais,"Suture du foie, guérison.",1909,12,675
95,AHMC-12-677,,,Sur la question de l'unité vaccino-variolique. Communication de M. le Dr Gauducheau,1909,12,677
96,AHMC-12-678,M, le Dr Maurer,Variétés. Polynévrite des gallinacés et béribéri.,1909,12,678
97,AHMC-12-680,"le capitaine A.-J. Hall, R.A.M",C,L'opération des abcès du foie.,1909,12,680
98,AHMC-12-681,Martinotti et Castellini,,Cioccolatini à la quinine d'état. Recherche d'une formule de quinine non amère.,1909,12,681
99,AHMC-12-683,M, le Dr Edmond Sergent,Insectes piqueurs et suceurs de sang.,1909,12,683
100,AHMC-12-684,M, le Dr Fernand Durief,Le régime des aliénés.,1909,12,684
101,AHMC-12-685,M, le Dr Kelsch,"Le choléra, examen critique de son épidémiologie et sa pathogénie.",1909,12,685
102,AHMC-12-686,MM, Gutave Martin et Leboeuf,"Société de géographie — Rapport de la Mission d'études de la maladie du sommeil au Congo français, 1906-1908.",1909,12,686
103,AHMC-12-687,M. le Dr J, Fontan,Les grands abcès du foie (hépatite suppurée des pays chauds).,1909,12,687
104,AHMC-12-688,M. le Dr Jean Monod, le Dr Jean Monod,Éléménts de stomatologie.,1909,12,688
0,AHMC-13-5,"M. Simond, M. Aubert, MM", Blanchard et Arlo, Recherches sur l'existence de la fièvre de Malte à Marseille et dans le Midi de la France faites au laboratoire de bactériologie de l'école d'application du service de santé des troupes coloniales.,1910,13,5
7,AHMC-13-16,M. le Dr J. Thézé, Avec une note de la rédaction,Note sur le béribéri à Poulo-Condore (Cochinchine) en 1906.,1910,13,16
8,AHMC-13-24,M. le Dr J. Thézé. Avec une note de la rédaction, Note de la rédaction, Note sur le béribéri à Poulo-Condore (Cochinchine) en 1906.,1910,13,24
9,AHMC-13-32,la mission d'étude de la fièvre jaune à la Martinique(1),, Travaux d'hygiène publique et d'assainissement proposés,1910,13,32
10,AHMC-13-44,M, le Dr Brimont,De la formule hémo-leucocytaire dans les accès paludéens (type quarte) chez les ankylostomés à la Guyane.,1910,13,44
11,AHMC-13-58,M. le Dr Aubert et M, Huon," Mémoire sur la variole à Marseille, sur le fonctionnement de l'institut vaccinogène municipal ainsi que sur une méthode de régénération du vaccin atténué.",1910,13,58
12,AHMC-13-69,M, le Dr Rebufat,Formes larvées du paludisme à Saïgon et dans la basse Cochinchine. Étude clinique et bactériologique.,1910,13,69
13,AHMC-13-75,M, le Dr Brimont, Analyse des eaux des îles du Salut (Guyane Française).,1910,13,75
19,AHMC-13-99,M. G. Martin et MM. Leboeuf et Ringenbach, Atoxyl seul,Thérapeutique et prophylaxie chimiques de la maladie du sommeil. Première partie. Résultats obtenus au Congo Français (mission d'étude de la maladie du sommeil et institut pasteur de Brazzaville).,1910,13,99
20,AHMC-13-108,M. G. Martin et MM. Leboeuf et Ringenbach. Atoxyl seul, Atoxyl-acide picrique, Thérapeutique et prophylaxie chimiques de la maladie du sommeil. Première partie. Résultats obtenus au Congo Français (mission d'étude de la maladie du sommeil et institut pasteur de Brazzaville).,1910,13,108
26,AHMC-13-129,,,"Les préceptes hygiéniques du Coran, leur application en Perse. Notes du Dr Coppin",1910,13,129
27,AHMC-13-131,,," Les préceptes hygiéniques du Coran, leur application en Perse. Notes du Dr Coppin. Netteté corporelle",1910,13,131
28,AHMC-13-138,,," Les préceptes hygiéniques du Coran, leur application en Perse. Notes du Dr Coppin. Netteté corporelle. De la prière. Le jeûne",1910,13,138
29,AHMC-13-140,,," Les préceptes hygiéniques du Coran, leur application en Perse. Notes du Dr Coppin. Le jeûne. Boissons fermentées, sang, viande de porc et des animaux morts",1910,13,140
30,AHMC-13-145,M, le Dr Ortholan,Note au sujet de la lèpre en Nouvelle-Calédonie.,1910,13,145
31,AHMC-13-148,M. le Dr A, Combe,Note sur le plan en Haute Côte d'Ivoire.,1910,13,148
32,AHMC-13-151,M, le Dr Jacquin, Clinique d'Outre-mer. Un cas d'abcès du lobe gauche du foie.,1910,13,151
33,AHMC-13-154,M, le Dr Guillemet, Clinique d'Outre-mer. Note sur un cas de mort consécutive à une néphrite cantharidienne provoquée par l'excrétion du liquide vésicant à la surface de la peau par l'insecte vivant.,1910,13,154
34,AHMC-13-155,morsure de la langue chez les annamites. Extrait du rapport de M, le Dr Heiman,Suicide,1910,13,155
35,AHMC-13-156,le professeur Angelo Celli,,Variétés. Prophylaxie de la malaria en Italie d'après la onzième relation annuelle.,1910,13,156
36,AHMC-13-161,Allan Mc Laughlin,,Suppression d'une épidémie de choléra à Manille.,1910,13,161
